"num_samples","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 20000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 20000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 50000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 100000 (Replay size: partner OBL5) - perfect__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect__MIN","replay_buffer_size: 150000 (Replay size: partner OBL5) - perfect__MAX"
"775698","","","","","","","","","","","","","60","60","60","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"776927","","","","","","","","","","","","","61","61","61","10.5","10.5","10.5","","","","","",""
"777770","","","","","","","","","","","","","","","","","","","62","62","62","12","12","12"
"777959","","","","","","","","","","","","","","","","","","","64","64","64","10.5","10.5","10.5"
"778840","","","","","","","","","","","","","61","61","61","9.1","9.1","9.1","","","","","",""
"779779","","","","","","","","","","","","","59","59","59","9.1","9.1","9.1","","","","","",""
"780100","74","74","74","14.7","14.7","14.7","","","","","","","","","","","","","","","","","",""
"780213","","","","","","","","","","","","","60","60","60","10.7","10.7","10.7","","","","","",""
"780657","","","","","","","","","","","","","60","60","60","11.700000000000001","11.700000000000001","11.700000000000001","","","","","",""
"782220","","","","","","","57","57","57","12.4","12.4","12.4","","","","","","","","","","","",""
"782672","","","","","","","60","60","60","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","",""
"783532","59","59","59","11","11","11","","","","","","","","","","","","","","","","","",""
"784401","","","","","","","61","61","61","11.3","11.3","11.3","","","","","","","","","","","",""
"784558","","","","","","","","","","","","","81","81","81","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"787095","","","","","","","","","","","","","","","","","","","62","62","62","11.4","11.4","11.4"
"787215","60","60","60","15.299999999999999","15.299999999999999","15.299999999999999","","","","","","","","","","","","","","","","","",""
"788806","","","","","","","","","","","","","61","61","61","12.3","12.3","12.3","","","","","",""
"789304","","","","","","","","","","","","","61","61","61","11.899999999999999","11.899999999999999","11.899999999999999","","","","","",""
"790187","75","75","75","14.399999999999999","14.399999999999999","14.399999999999999","","","","","","","","","","","","","","","","","",""
"790491","","","","","","","","","","","","","62","62","62","12.2","12.2","12.2","","","","","",""
"790965","","","","","","","","","","","","","","","","","","","63","63","63","11.200000000000001","11.200000000000001","11.200000000000001"
"791116","","","","","","","","","","","","","","","","","","","65","65","65","10.7","10.7","10.7"
"792422","","","","","","","","","","","","","62","62","62","10.9","10.9","10.9","","","","","",""
"793853","","","","","","","","","","","","","61","61","61","10.2","10.2","10.2","","","","","",""
"793887","","","","","","","","","","","","","82","82","82","12.7","12.7","12.7","","","","","",""
"793966","","","","","","","","","","","","","61","61","61","11.700000000000001","11.700000000000001","11.700000000000001","","","","","",""
"794320","","","","","","","","","","","","","60","60","60","10.2","10.2","10.2","","","","","",""
"796306","","","","","","","58","58","58","11.5","11.5","11.5","","","","","","","","","","","",""
"796481","","","","","","","61","61","61","11.4","11.4","11.4","","","","","","","","","","","",""
"797228","60","60","60","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","","","","","","","",""
"797619","","","","","","","62","62","62","14.299999999999999","14.299999999999999","14.299999999999999","","","","","","","","","","","",""
"800426","61","61","61","15.4","15.4","15.4","","","","","","","","","","","","","","","","","",""
"800598","76","76","76","13.200000000000001","13.200000000000001","13.200000000000001","","","","","","","","","","","","","","","","","",""
"800928","","","","","","","","","","","","","","","","","","","63","63","63","12.4","12.4","12.4"
"802630","","","","","","","","","","","","","62","62","62","13.3","13.3","13.3","","","","","",""
"802820","","","","","","","","","","","","","62","62","62","11.1","11.1","11.1","","","","","",""
"803387","","","","","","","","","","","","","83","83","83","13.8","13.8","13.8","","","","","",""
"803761","","","","","","","","","","","","","63","63","63","10.100000000000001","10.100000000000001","10.100000000000001","","","","","",""
"804608","","","","","","","","","","","","","","","","","","","66","66","66","9.700000000000001","9.700000000000001","9.700000000000001"
"804628","","","","","","","","","","","","","","","","","","","64","64","64","11.799999999999999","11.799999999999999","11.799999999999999"
"806262","","","","","","","","","","","","","63","63","63","11.200000000000001","11.200000000000001","11.200000000000001","","","","","",""
"807589","","","","","","","","","","","","","62","62","62","10.100000000000001","10.100000000000001","10.100000000000001","","","","","",""
"807977","","","","","","","","","","","","","61","61","61","10.4","10.4","10.4","","","","","",""
"808165","","","","","","","","","","","","","62","62","62","12.6","12.6","12.6","","","","","",""
"809584","","","","","","","62","62","62","12.7","12.7","12.7","","","","","","","","","","","",""
"810388","61","61","61","13.600000000000001","13.600000000000001","13.600000000000001","","","","","","","","","","","","","","","","","",""
"810435","77","77","77","15.4","15.4","15.4","","","","","","","","","","","","","","","","","",""
"810587","","","","","","","59","59","59","10.4","10.4","10.4","","","","","","","","","","","",""
"810882","","","","","","","63","63","63","11","11","11","","","","","","","","","","","",""
"813083","","","","","","","","","","","","","84","84","84","14.299999999999999","14.299999999999999","14.299999999999999","","","","","",""
"813429","62","62","62","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","","","","","","","",""
"814763","","","","","","","","","","","","","","","","","","","64","64","64","13.100000000000001","13.100000000000001","13.100000000000001"
"816202","","","","","","","","","","","","","63","63","63","11.200000000000001","11.200000000000001","11.200000000000001","","","","","",""
"816482","","","","","","","","","","","","","63","63","63","14.399999999999999","14.399999999999999","14.399999999999999","","","","","",""
"817335","","","","","","","","","","","","","64","64","64","12","12","12","","","","","",""
"817708","","","","","","","","","","","","","","","","","","","67","67","67","11.799999999999999","11.799999999999999","11.799999999999999"
"817753","","","","","","","","","","","","","","","","","","","65","65","65","11.3","11.3","11.3"
"819229","","","","","","","","","","","","","64","64","64","11","11","11","","","","","",""
"820939","","","","","","","","","","","","","63","63","63","13.900000000000002","13.900000000000002","13.900000000000002","","","","","",""
"821117","78","78","78","12.5","12.5","12.5","","","","","","","","","","","","","","","","","",""
"821874","","","","","","","","","","","","","62","62","62","10.5","10.5","10.5","","","","","",""
"821975","","","","","","","","","","","","","63","63","63","13.4","13.4","13.4","","","","","",""
"822641","","","","","","","63","63","63","12.6","12.6","12.6","","","","","","","","","","","",""
"822762","","","","","","","","","","","","","85","85","85","13.5","13.5","13.5","","","","","",""
"823585","62","62","62","13.5","13.5","13.5","","","","","","","","","","","","","","","","","",""
"823892","","","","","","","64","64","64","14.6","14.6","14.6","","","","","","","","","","","",""
"824453","","","","","","","60","60","60","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","",""
"826551","63","63","63","13.4","13.4","13.4","","","","","","","","","","","","","","","","","",""
"828297","","","","","","","","","","","","","","","","","","","65","65","65","11.799999999999999","11.799999999999999","11.799999999999999"
"829495","","","","","","","","","","","","","64","64","64","13.5","13.5","13.5","","","","","",""
"830133","","","","","","","","","","","","","64","64","64","11.600000000000001","11.600000000000001","11.600000000000001","","","","","",""
"830713","","","","","","","","","","","","","65","65","65","10.100000000000001","10.100000000000001","10.100000000000001","","","","","",""
"830913","79","79","79","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","","","","","","","",""
"830923","","","","","","","","","","","","","","","","","","","66","66","66","13","13","13"
"830971","","","","","","","","","","","","","","","","","","","68","68","68","10.4","10.4","10.4"
"832817","","","","","","","","","","","","","86","86","86","13.8","13.8","13.8","","","","","",""
"832878","","","","","","","","","","","","","65","65","65","11.3","11.3","11.3","","","","","",""
"834045","","","","","","","","","","","","","64","64","64","15","15","15","","","","","",""
"835560","","","","","","","64","64","64","14.000000000000002","14.000000000000002","14.000000000000002","","","","","","","","","","","",""
"835716","","","","","","","","","","","","","63","63","63","14.000000000000002","14.000000000000002","14.000000000000002","","","","","",""
"835828","","","","","","","","","","","","","64","64","64","13.100000000000001","13.100000000000001","13.100000000000001","","","","","",""
"836317","63","63","63","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","","","","","","","",""
"836606","","","","","","","65","65","65","15.2","15.2","15.2","","","","","","","","","","","",""
"838336","","","","","","","61","61","61","12.2","12.2","12.2","","","","","","","","","","","",""
"839731","64","64","64","15.9","15.9","15.9","","","","","","","","","","","","","","","","","",""
"840800","80","80","80","15.1","15.1","15.1","","","","","","","","","","","","","","","","","",""
"841985","","","","","","","","","","","","","","","","","","","66","66","66","11.200000000000001","11.200000000000001","11.200000000000001"
"842299","","","","","","","","","","","","","87","87","87","13.3","13.3","13.3","","","","","",""
"843192","","","","","","","","","","","","","65","65","65","12.6","12.6","12.6","","","","","",""
"843537","","","","","","","","","","","","","65","65","65","12.2","12.2","12.2","","","","","",""
"843763","","","","","","","","","","","","","","","","","","","69","69","69","11.700000000000001","11.700000000000001","11.700000000000001"
"844186","","","","","","","","","","","","","66","66","66","12","12","12","","","","","",""
"844376","","","","","","","","","","","","","","","","","","","67","67","67","12","12","12"
"846437","","","","","","","","","","","","","66","66","66","12.5","12.5","12.5","","","","","",""
"847351","","","","","","","","","","","","","65","65","65","13.3","13.3","13.3","","","","","",""
"848974","","","","","","","65","65","65","13.5","13.5","13.5","","","","","","","","","","","",""
"849377","","","","","","","","","","","","","65","65","65","12.3","12.3","12.3","","","","","",""
"849411","64","64","64","13.200000000000001","13.200000000000001","13.200000000000001","","","","","","","","","","","","","","","","","",""
"849589","","","","","","","","","","","","","64","64","64","12.4","12.4","12.4","","","","","",""
"849615","","","","","","","66","66","66","12.7","12.7","12.7","","","","","","","","","","","",""
"850707","81","81","81","14.000000000000002","14.000000000000002","14.000000000000002","","","","","","","","","","","","","","","","","",""
"851787","","","","","","","","","","","","","88","88","88","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"852221","","","","","","","62","62","62","13","13","13","","","","","","","","","","","",""
"853046","65","65","65","15","15","15","","","","","","","","","","","","","","","","","",""
"855080","","","","","","","","","","","","","","","","","","","67","67","67","10.8","10.8","10.8"
"856513","","","","","","","","","","","","","66","66","66","12.5","12.5","12.5","","","","","",""
"856589","","","","","","","","","","","","","","","","","","","70","70","70","11.899999999999999","11.899999999999999","11.899999999999999"
"856668","","","","","","","","","","","","","66","66","66","11.799999999999999","11.799999999999999","11.799999999999999","","","","","",""
"857684","","","","","","","","","","","","","","","","","","","68","68","68","12.6","12.6","12.6"
"857888","","","","","","","","","","","","","67","67","67","12.8","12.8","12.8","","","","","",""
"859913","","","","","","","","","","","","","67","67","67","11.4","11.4","11.4","","","","","",""
"860815","","","","","","","","","","","","","66","66","66","13.200000000000001","13.200000000000001","13.200000000000001","","","","","",""
"861295","82","82","82","13.8","13.8","13.8","","","","","","","","","","","","","","","","","",""
"861364","","","","","","","","","","","","","89","89","89","12.3","12.3","12.3","","","","","",""
"862525","","","","","","","67","67","67","14.6","14.6","14.6","","","","","","","","","","","",""
"862738","","","","","","","66","66","66","13.900000000000002","13.900000000000002","13.900000000000002","","","","","","","","","","","",""
"862817","65","65","65","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","","","","","","","",""
"863022","","","","","","","","","","","","","66","66","66","13.100000000000001","13.100000000000001","13.100000000000001","","","","","",""
"863591","","","","","","","","","","","","","65","65","65","12.4","12.4","12.4","","","","","",""
"866273","","","","","","","63","63","63","15.6","15.6","15.6","","","","","","","","","","","",""
"866317","66","66","66","15.8","15.8","15.8","","","","","","","","","","","","","","","","","",""
"868680","","","","","","","","","","","","","","","","","","","68","68","68","11.5","11.5","11.5"
"869480","","","","","","","","","","","","","","","","","","","71","71","71","11.1","11.1","11.1"
"869760","","","","","","","","","","","","","67","67","67","11.799999999999999","11.799999999999999","11.799999999999999","","","","","",""
"870537","","","","","","","","","","","","","67","67","67","13.700000000000001","13.700000000000001","13.700000000000001","","","","","",""
"871075","","","","","","","","","","","","","90","90","90","14.6","14.6","14.6","","","","","",""
"871133","83","83","83","16.6","16.6","16.6","","","","","","","","","","","","","","","","","",""
"871262","","","","","","","","","","","","","68","68","68","12.8","12.8","12.8","","","","","",""
"871301","","","","","","","","","","","","","","","","","","","69","69","69","11.700000000000001","11.700000000000001","11.700000000000001"
"872962","","","","","","","","","","","","","68","68","68","11.5","11.5","11.5","","","","","",""
"874187","","","","","","","","","","","","","67","67","67","12.1","12.1","12.1","","","","","",""
"875562","","","","","","","68","68","68","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","",""
"876394","","","","","","","67","67","67","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","",""
"876486","66","66","66","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","","","","","","","",""
"876537","","","","","","","","","","","","","67","67","67","11.5","11.5","11.5","","","","","",""
"877565","","","","","","","","","","","","","66","66","66","12.5","12.5","12.5","","","","","",""
"879159","67","67","67","16","16","16","","","","","","","","","","","","","","","","","",""
"880037","","","","","","","64","64","64","12.9","12.9","12.9","","","","","","","","","","","",""
"880969","","","","","","","","","","","","","91","91","91","13","13","13","","","","","",""
"881102","84","84","84","14.2","14.2","14.2","","","","","","","","","","","","","","","","","",""
"882175","","","","","","","","","","","","","","","","","","","69","69","69","10.9","10.9","10.9"
"882342","","","","","","","","","","","","","","","","","","","72","72","72","12.1","12.1","12.1"
"882979","","","","","","","","","","","","","68","68","68","14.000000000000002","14.000000000000002","14.000000000000002","","","","","",""
"884128","","","","","","","","","","","","","68","68","68","14.000000000000002","14.000000000000002","14.000000000000002","","","","","",""
"884390","","","","","","","","","","","","","69","69","69","13.900000000000002","13.900000000000002","13.900000000000002","","","","","",""
"884879","","","","","","","","","","","","","","","","","","","70","70","70","12.3","12.3","12.3"
"886245","","","","","","","","","","","","","69","69","69","11.5","11.5","11.5","","","","","",""
"888006","","","","","","","","","","","","","68","68","68","14.099999999999998","14.099999999999998","14.099999999999998","","","","","",""
"888591","","","","","","","69","69","69","13.900000000000002","13.900000000000002","13.900000000000002","","","","","","","","","","","",""
"889392","67","67","67","13.600000000000001","13.600000000000001","13.600000000000001","","","","","","","","","","","","","","","","","",""
"889803","","","","","","","68","68","68","13.200000000000001","13.200000000000001","13.200000000000001","","","","","","","","","","","",""
"890285","","","","","","","","","","","","","68","68","68","13.200000000000001","13.200000000000001","13.200000000000001","","","","","",""
"890383","","","","","","","","","","","","","92","92","92","16.2","16.2","16.2","","","","","",""
"891588","","","","","","","","","","","","","67","67","67","13.4","13.4","13.4","","","","","",""
"891798","85","85","85","16.2","16.2","16.2","","","","","","","","","","","","","","","","","",""
"892527","68","68","68","16.1","16.1","16.1","","","","","","","","","","","","","","","","","",""
"893960","","","","","","","65","65","65","15.2","15.2","15.2","","","","","","","","","","","",""
"895687","","","","","","","","","","","","","","","","","","","73","73","73","12.1","12.1","12.1"
"895755","","","","","","","","","","","","","","","","","","","70","70","70","15.299999999999999","15.299999999999999","15.299999999999999"
"896250","","","","","","","","","","","","","69","69","69","13.100000000000001","13.100000000000001","13.100000000000001","","","","","",""
"897562","","","","","","","","","","","","","70","70","70","13","13","13","","","","","",""
"897632","","","","","","","","","","","","","69","69","69","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"898289","","","","","","","","","","","","","","","","","","","71","71","71","13.8","13.8","13.8"
"899796","","","","","","","","","","","","","70","70","70","13.3","13.3","13.3","","","","","",""
"900048","","","","","","","","","","","","","93","93","93","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"901447","","","","","","","70","70","70","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","",""
"901607","","","","","","","","","","","","","69","69","69","12.2","12.2","12.2","","","","","",""
"902072","86","86","86","15.9","15.9","15.9","","","","","","","","","","","","","","","","","",""
"903092","68","68","68","15.2","15.2","15.2","","","","","","","","","","","","","","","","","",""
"903214","","","","","","","69","69","69","15.5","15.5","15.5","","","","","","","","","","","",""
"904270","","","","","","","","","","","","","69","69","69","12.5","12.5","12.5","","","","","",""
"905356","69","69","69","12.6","12.6","12.6","","","","","","","","","","","","","","","","","",""
"905826","","","","","","","","","","","","","68","68","68","15.299999999999999","15.299999999999999","15.299999999999999","","","","","",""
"908084","","","","","","","66","66","66","15","15","15","","","","","","","","","","","",""
"908952","","","","","","","","","","","","","","","","","","","74","74","74","12.8","12.8","12.8"
"909485","","","","","","","","","","","","","","","","","","","71","71","71","12.8","12.8","12.8"
"909841","","","","","","","","","","","","","70","70","70","13.700000000000001","13.700000000000001","13.700000000000001","","","","","",""
"910094","","","","","","","","","","","","","94","94","94","16.2","16.2","16.2","","","","","",""
"910576","","","","","","","","","","","","","70","70","70","13.900000000000002","13.900000000000002","13.900000000000002","","","","","",""
"910926","","","","","","","","","","","","","71","71","71","11.899999999999999","11.899999999999999","11.899999999999999","","","","","",""
"911637","","","","","","","","","","","","","","","","","","","72","72","72","12.4","12.4","12.4"
"912379","87","87","87","15","15","15","","","","","","","","","","","","","","","","","",""
"913362","","","","","","","","","","","","","71","71","71","11.4","11.4","11.4","","","","","",""
"914495","","","","","","","71","71","71","13.900000000000002","13.900000000000002","13.900000000000002","","","","","","","","","","","",""
"915533","","","","","","","","","","","","","70","70","70","14.7","14.7","14.7","","","","","",""
"916305","","","","","","","70","70","70","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","",""
"916635","69","69","69","14.6","14.6","14.6","","","","","","","","","","","","","","","","","",""
"918057","","","","","","","","","","","","","70","70","70","13.100000000000001","13.100000000000001","13.100000000000001","","","","","",""
"918964","70","70","70","17.1","17.1","17.1","","","","","","","","","","","","","","","","","",""
"920040","","","","","","","","","","","","","69","69","69","11.899999999999999","11.899999999999999","11.899999999999999","","","","","",""
"920116","","","","","","","","","","","","","95","95","95","18.099999999999998","18.099999999999998","18.099999999999998","","","","","",""
"922048","","","","","","","","","","","","","","","","","","","75","75","75","11.899999999999999","11.899999999999999","11.899999999999999"
"922126","","","","","","","67","67","67","16.2","16.2","16.2","","","","","","","","","","","",""
"922421","88","88","88","16","16","16","","","","","","","","","","","","","","","","","",""
"923100","","","","","","","","","","","","","","","","","","","72","72","72","13.4","13.4","13.4"
"923208","","","","","","","","","","","","","71","71","71","13.4","13.4","13.4","","","","","",""
"923921","","","","","","","","","","","","","72","72","72","13.8","13.8","13.8","","","","","",""
"924404","","","","","","","","","","","","","71","71","71","13","13","13","","","","","",""
"924962","","","","","","","","","","","","","","","","","","","73","73","73","13.100000000000001","13.100000000000001","13.100000000000001"
"926769","","","","","","","","","","","","","72","72","72","17.2","17.2","17.2","","","","","",""
"927342","","","","","","","72","72","72","15","15","15","","","","","","","","","","","",""
"928833","","","","","","","","","","","","","71","71","71","12","12","12","","","","","",""
"929614","","","","","","","","","","","","","96","96","96","14.6","14.6","14.6","","","","","",""
"929650","","","","","","","71","71","71","15.299999999999999","15.299999999999999","15.299999999999999","","","","","","","","","","","",""
"929919","70","70","70","15","15","15","","","","","","","","","","","","","","","","","",""
"931808","","","","","","","","","","","","","71","71","71","13.5","13.5","13.5","","","","","",""
"932076","71","71","71","16","16","16","","","","","","","","","","","","","","","","","",""
"932377","89","89","89","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","","","","","","","",""
"933804","","","","","","","","","","","","","70","70","70","12.7","12.7","12.7","","","","","",""
"935336","","","","","","","","","","","","","","","","","","","76","76","76","14.099999999999998","14.099999999999998","14.099999999999998"
"936402","","","","","","","68","68","68","14.899999999999999","14.899999999999999","14.899999999999999","","","","","","","","","","","",""
"936513","","","","","","","","","","","","","","","","","","","73","73","73","14.000000000000002","14.000000000000002","14.000000000000002"
"936839","","","","","","","","","","","","","72","72","72","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"937384","","","","","","","","","","","","","73","73","73","12.1","12.1","12.1","","","","","",""
"937530","","","","","","","","","","","","","72","72","72","13.8","13.8","13.8","","","","","",""
"938765","","","","","","","","","","","","","","","","","","","74","74","74","13.700000000000001","13.700000000000001","13.700000000000001"
"939265","","","","","","","","","","","","","97","97","97","14.499999999999998","14.499999999999998","14.499999999999998","","","","","",""
"940107","","","","","","","73","73","73","12.8","12.8","12.8","","","","","","","","","","","",""
"940408","","","","","","","","","","","","","73","73","73","13.5","13.5","13.5","","","","","",""
"942844","","","","","","","72","72","72","15.4","15.4","15.4","","","","","","","","","","","",""
"942871","90","90","90","17.2","17.2","17.2","","","","","","","","","","","","","","","","","",""
"943025","","","","","","","","","","","","","72","72","72","13.8","13.8","13.8","","","","","",""
"943240","71","71","71","15.299999999999999","15.299999999999999","15.299999999999999","","","","","","","","","","","","","","","","","",""
"945522","72","72","72","16.400000000000002","16.400000000000002","16.400000000000002","","","","","","","","","","","","","","","","","",""
"945846","","","","","","","","","","","","","72","72","72","13.900000000000002","13.900000000000002","13.900000000000002","","","","","",""
"947474","","","","","","","","","","","","","71","71","71","14.099999999999998","14.099999999999998","14.099999999999998","","","","","",""
"948765","","","","","","","","","","","","","98","98","98","15.4","15.4","15.4","","","","","",""
"948820","","","","","","","","","","","","","","","","","","","77","77","77","10.5","10.5","10.5"
"950256","","","","","","","","","","","","","73","73","73","14.2","14.2","14.2","","","","","",""
"950436","","","","","","","","","","","","","","","","","","","74","74","74","13.3","13.3","13.3"
"950630","","","","","","","69","69","69","15.8","15.8","15.8","","","","","","","","","","","",""
"950940","","","","","","","","","","","","","73","73","73","15.2","15.2","15.2","","","","","",""
"951099","","","","","","","","","","","","","74","74","74","13.8","13.8","13.8","","","","","",""
"952126","","","","","","","","","","","","","","","","","","","75","75","75","12.7","12.7","12.7"
"953029","","","","","","","74","74","74","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","",""
"953596","91","91","91","15.4","15.4","15.4","","","","","","","","","","","","","","","","","",""
"953865","","","","","","","","","","","","","74","74","74","13.900000000000002","13.900000000000002","13.900000000000002","","","","","",""
"956081","","","","","","","73","73","73","16","16","16","","","","","","","","","","","",""
"956466","","","","","","","","","","","","","73","73","73","13.4","13.4","13.4","","","","","",""
"956508","72","72","72","16.6","16.6","16.6","","","","","","","","","","","","","","","","","",""
"958344","","","","","","","","","","","","","99","99","99","13.700000000000001","13.700000000000001","13.700000000000001","","","","","",""
"958626","73","73","73","17","17","17","","","","","","","","","","","","","","","","","",""
"959528","","","","","","","","","","","","","73","73","73","15.299999999999999","15.299999999999999","15.299999999999999","","","","","",""
"961593","","","","","","","","","","","","","","","","","","","78","78","78","11.5","11.5","11.5"
"962428","","","","","","","","","","","","","72","72","72","15.1","15.1","15.1","","","","","",""
"963621","92","92","92","16.7","16.7","16.7","","","","","","","","","","","","","","","","","",""
"963826","","","","","","","","","","","","","74","74","74","16.2","16.2","16.2","","","","","",""
"964046","","","","","","","","","","","","","","","","","","","75","75","75","15.7","15.7","15.7"
"964370","","","","","","","70","70","70","14.899999999999999","14.899999999999999","14.899999999999999","","","","","","","","","","","",""
"964521","","","","","","","","","","","","","74","74","74","15.8","15.8","15.8","","","","","",""
"964691","","","","","","","","","","","","","75","75","75","14.6","14.6","14.6","","","","","",""
"965593","","","","","","","","","","","","","","","","","","","76","76","76","13.5","13.5","13.5"
"965632","","","","","","","75","75","75","14.7","14.7","14.7","","","","","","","","","","","",""
"967740","","","","","","","","","","","","","75","75","75","14.6","14.6","14.6","","","","","",""
"967950","","","","","","","","","","","","","100","100","100","15.1","15.1","15.1","","","","","",""
"969109","","","","","","","74","74","74","16.3","16.3","16.3","","","","","","","","","","","",""
"969716","73","73","73","16.1","16.1","16.1","","","","","","","","","","","","","","","","","",""
"970311","","","","","","","","","","","","","74","74","74","11.200000000000001","11.200000000000001","11.200000000000001","","","","","",""
"971691","74","74","74","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","","","","","","","",""
"973407","","","","","","","","","","","","","74","74","74","13.700000000000001","13.700000000000001","13.700000000000001","","","","","",""
"973844","93","93","93","18.3","18.3","18.3","","","","","","","","","","","","","","","","","",""
"974787","","","","","","","","","","","","","","","","","","","79","79","79","12.8","12.8","12.8"
"976353","","","","","","","","","","","","","73","73","73","14.099999999999998","14.099999999999998","14.099999999999998","","","","","",""
"977629","","","","","","","","","","","","","101","101","101","14.6","14.6","14.6","","","","","",""
"977684","","","","","","","","","","","","","75","75","75","16.8","16.8","16.8","","","","","",""
"977776","","","","","","","","","","","","","","","","","","","76","76","76","14.2","14.2","14.2"
"977973","","","","","","","","","","","","","75","75","75","13.8","13.8","13.8","","","","","",""
"978091","","","","","","","","","","","","","76","76","76","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"978210","","","","","","","76","76","76","16.6","16.6","16.6","","","","","","","","","","","",""
"978740","","","","","","","71","71","71","15","15","15","","","","","","","","","","","",""
"978783","","","","","","","","","","","","","","","","","","","77","77","77","13.5","13.5","13.5"
"981627","","","","","","","","","","","","","76","76","76","14.499999999999998","14.499999999999998","14.499999999999998","","","","","",""
"982594","","","","","","","75","75","75","16.8","16.8","16.8","","","","","","","","","","","",""
"983400","74","74","74","15.5","15.5","15.5","","","","","","","","","","","","","","","","","",""
"983861","","","","","","","","","","","","","75","75","75","12.9","12.9","12.9","","","","","",""
"984117","94","94","94","18.2","18.2","18.2","","","","","","","","","","","","","","","","","",""
"984806","75","75","75","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","",""
"987303","","","","","","","","","","","","","102","102","102","15.8","15.8","15.8","","","","","",""
"987393","","","","","","","","","","","","","75","75","75","15.2","15.2","15.2","","","","","",""
"987936","","","","","","","","","","","","","","","","","","","80","80","80","12.3","12.3","12.3"
"990052","","","","","","","","","","","","","74","74","74","14.099999999999998","14.099999999999998","14.099999999999998","","","","","",""
"990980","","","","","","","","","","","","","76","76","76","15.2","15.2","15.2","","","","","",""
"991075","","","","","","","","","","","","","76","76","76","15.299999999999999","15.299999999999999","15.299999999999999","","","","","",""
"991250","","","","","","","","","","","","","","","","","","","77","77","77","15","15","15"
"991335","","","","","","","77","77","77","14.6","14.6","14.6","","","","","","","","","","","",""
"991571","","","","","","","","","","","","","77","77","77","15.1","15.1","15.1","","","","","",""
"992138","","","","","","","","","","","","","","","","","","","78","78","78","15.5","15.5","15.5"
"992391","","","","","","","72","72","72","14.000000000000002","14.000000000000002","14.000000000000002","","","","","","","","","","","",""
"994104","95","95","95","15.299999999999999","15.299999999999999","15.299999999999999","","","","","","","","","","","","","","","","","",""
"994738","","","","","","","","","","","","","77","77","77","14.6","14.6","14.6","","","","","",""
"995897","","","","","","","76","76","76","15.8","15.8","15.8","","","","","","","","","","","",""
"996481","75","75","75","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","",""
"997043","","","","","","","","","","","","","103","103","103","15.7","15.7","15.7","","","","","",""
"997509","","","","","","","","","","","","","76","76","76","15.1","15.1","15.1","","","","","",""
"998983","76","76","76","17","17","17","","","","","","","","","","","","","","","","","",""
