"num_samples","replay_buffer_size: 20000 (Replay size: partner IQL) - _step","replay_buffer_size: 20000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 20000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 20000 (Replay size: partner IQL) - score","replay_buffer_size: 20000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 20000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - _step","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - score","replay_buffer_size: 50000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - _step","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - score","replay_buffer_size: 100000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - _step","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - score","replay_buffer_size: 150000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - score__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - _step","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - score","replay_buffer_size: 200000 (Replay size: partner IQL) - score__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - score__MAX"
"267263","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","21.571","21.571","21.571"
"267709","","","","","","","","","","","","","19","19","19","21.959","21.959","21.959","","","","","","","","","","","",""
"268939","","","","","","","","","","","","","20","20","20","22.018","22.018","22.018","","","","","","","","","","","",""
"269845","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","21.862","21.862","21.862"
"270215","25","25","25","21.901","21.901","21.901","","","","","","","","","","","","","","","","","","","","","","","",""
"270443","","","","","","","","","","","","","20","20","20","21.927","21.927","21.927","","","","","","","","","","","",""
"270755","","","","","","","19","19","19","22.022","22.022","22.022","","","","","","","","","","","","","","","","","",""
"270804","","","","","","","23","23","23","22.142","22.142","22.142","","","","","","","","","","","","","","","","","",""
"271338","","","","","","","24","24","24","21.959","21.959","21.959","","","","","","","","","","","","","","","","","",""
"272079","","","","","","","","","","","","","20","20","20","21.964","21.964","21.964","","","","","","","","","","","",""
"272411","","","","","","","","","","","","","20","20","20","22.089","22.089","22.089","","","","","","","","","","","",""
"272468","","","","","","","","","","","","","20","20","20","21.999","21.999","21.999","","","","","","","","","","","",""
"272655","","","","","","","","","","","","","23","23","23","21.99","21.99","21.99","","","","","","","","","","","",""
"272864","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","21.725","21.725","21.725"
"273179","24","24","24","21.892","21.892","21.892","","","","","","","","","","","","","","","","","","","","","","","",""
"273550","","","","","","","","","","","","","20","20","20","21.901","21.901","21.901","","","","","","","","","","","",""
"273614","","","","","","","","","","","","","","","","","","","21","21","21","21.875","21.875","21.875","","","","","",""
"274160","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","21.835","21.835","21.835"
"274342","","","","","","","","","","","","","","","","","","","22","22","22","21.868","21.868","21.868","","","","","",""
"274476","","","","","","","","","","","","","20","20","20","21.935","21.935","21.935","","","","","","","","","","","",""
"274642","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","21.804","21.804","21.804"
"274655","","","","","","","21","21","21","22.153","22.153","22.153","","","","","","","","","","","","","","","","","",""
"275027","25","25","25","22.042","22.042","22.042","","","","","","","","","","","","","","","","","","","","","","","",""
"275758","","","","","","","25","25","25","22.013","22.013","22.013","","","","","","","","","","","","","","","","","",""
"275988","","","","","","","","","","","","","","","","","","","21","21","21","21.893","21.893","21.893","","","","","",""
"276510","","","","","","","","","","","","","23","23","23","21.991","21.991","21.991","","","","","","","","","","","",""
"277314","","","","","","","","","","","","","20","20","20","21.972","21.972","21.972","","","","","","","","","","","",""
"278198","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","21.727","21.727","21.727"
"280173","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","21.763","21.763","21.763"
"280193","","","","","","","","","","","","","26","26","26","21.944","21.944","21.944","","","","","","","","","","","",""
"280195","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","21.828","21.828","21.828"
"280557","26","26","26","22.091","22.091","22.091","","","","","","","","","","","","","","","","","","","","","","","",""
"280581","","","","","","","","","","","","","20","20","20","22.095","22.095","22.095","","","","","","","","","","","",""
"280831","","","","","","","20","20","20","21.99","21.99","21.99","","","","","","","","","","","","","","","","","",""
"282273","","","","","","","25","25","25","22.076","22.076","22.076","","","","","","","","","","","","","","","","","",""
"282720","","","","","","","24","24","24","22.159","22.159","22.159","","","","","","","","","","","","","","","","","",""
"283216","","","","","","","","","","","","","20","20","20","21.846","21.846","21.846","","","","","","","","","","","",""
"283768","","","","","","","","","","","","","24","24","24","22.008","22.008","22.008","","","","","","","","","","","",""
"283808","","","","","","","","","","","","","21","21","21","22.131","22.131","22.131","","","","","","","","","","","",""
"284030","25","25","25","21.985","21.985","21.985","","","","","","","","","","","","","","","","","","","","","","","",""
"284808","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","21.785","21.785","21.785"
"284891","","","","","","","","","","","","","21","21","21","22","22","22","","","","","","","","","","","",""
"285349","","","","","","","20","20","20","22.043","22.043","22.043","","","","","","","","","","","","","","","","","",""
"285895","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","21.78","21.78","21.78"
"285983","26","26","26","22.157","22.157","22.157","","","","","","","","","","","","","","","","","","","","","","","",""
"286403","","","","","","","26","26","26","22.137","22.137","22.137","","","","","","","","","","","","","","","","","",""
"286584","","","","","","","","","","","","","21","21","21","22.001","22.001","22.001","","","","","","","","","","","",""
"287103","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","21.82","21.82","21.82"
"287129","","","","","","","","","","","","","21","21","21","21.857","21.857","21.857","","","","","","","","","","","",""
"287225","","","","","","","","","","","","","21","21","21","21.806","21.806","21.806","","","","","","","","","","","",""
"287519","","","","","","","","","","","","","24","24","24","22.004","22.004","22.004","","","","","","","","","","","",""
"287746","","","","","","","22","22","22","21.958","21.958","21.958","","","","","","","","","","","","","","","","","",""
"288098","","","","","","","","","","","","","","","","","","","22","22","22","22.024","22.024","22.024","","","","","",""
"288324","","","","","","","","","","","","","21","21","21","21.852","21.852","21.852","","","","","","","","","","","",""
"288682","","","","","","","","","","","","","","","","","","","23","23","23","21.949","21.949","21.949","","","","","",""
"289075","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","21.846","21.846","21.846"
"289585","","","","","","","","","","","","","21","21","21","21.996","21.996","21.996","","","","","","","","","","","",""
"289590","","","","","","","","","","","","","27","27","27","21.929","21.929","21.929","","","","","","","","","","","",""
"290455","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","21.698","21.698","21.698"
"290487","","","","","","","","","","","","","","","","","","","22","22","22","21.895","21.895","21.895","","","","","",""
"291097","27","27","27","22.089","22.089","22.089","","","","","","","","","","","","","","","","","","","","","","","",""
"291719","","","","","","","","","","","","","21","21","21","21.917","21.917","21.917","","","","","","","","","","","",""
"293058","","","","","","","26","26","26","22.186","22.186","22.186","","","","","","","","","","","","","","","","","",""
"294498","","","","","","","25","25","25","22.126","22.126","22.126","","","","","","","","","","","","","","","","","",""
"294680","26","26","26","22.047","22.047","22.047","","","","","","","","","","","","","","","","","","","","","","","",""
"294821","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","21.765","21.765","21.765"
"295146","","","","","","","","","","","","","25","25","25","22.132","22.132","22.132","","","","","","","","","","","",""
"295276","","","","","","","21","21","21","21.927","21.927","21.927","","","","","","","","","","","","","","","","","",""
"295689","","","","","","","","","","","","","21","21","21","21.869","21.869","21.869","","","","","","","","","","","",""
"296675","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","21.83","21.83","21.83"
"296694","27","27","27","22.059","22.059","22.059","","","","","","","","","","","","","","","","","","","","","","","",""
"297022","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","22.135","22.135","22.135"
"297059","","","","","","","27","27","27","22.039","22.039","22.039","","","","","","","","","","","","","","","","","",""
"298228","","","","","","","","","","","","","22","22","22","22.168","22.168","22.168","","","","","","","","","","","",""
"298235","","","","","","","","","","","","","21","21","21","21.805","21.805","21.805","","","","","","","","","","","",""
"298893","","","","","","","","","","","","","25","25","25","22.153","22.153","22.153","","","","","","","","","","","",""
"299339","","","","","","","","","","","","","22","22","22","22.153","22.153","22.153","","","","","","","","","","","",""
"299834","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","21.901","21.901","21.901"
"299991","","","","","","","21","21","21","22.016","22.016","22.016","","","","","","","","","","","","","","","","","",""
"300064","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","21.844","21.844","21.844"
"300776","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","21.821","21.821","21.821"
"300916","","","","","","","23","23","23","22.257","22.257","22.257","","","","","","","","","","","","","","","","","",""
"301007","","","","","","","","","","","","","22","22","22","22.151","22.151","22.151","","","","","","","","","","","",""
"301063","","","","","","","","","","","","","28","28","28","22.112","22.112","22.112","","","","","","","","","","","",""
"301167","","","","","","","","","","","","","22","22","22","22.257","22.257","22.257","","","","","","","","","","","",""
"301320","28","28","28","22.097","22.097","22.097","","","","","","","","","","","","","","","","","","","","","","","",""
"302357","","","","","","","","","","","","","","","","","","","23","23","23","22.031","22.031","22.031","","","","","",""
"302465","","","","","","","","","","","","","","","","","","","24","24","24","21.951","21.951","21.951","","","","","",""
"302502","","","","","","","","","","","","","22","22","22","22.15","22.15","22.15","","","","","","","","","","","",""
"302986","","","","","","","","","","","","","22","22","22","22.023","22.023","22.023","","","","","","","","","","","",""
"303678","","","","","","","27","27","27","21.962","21.962","21.962","","","","","","","","","","","","","","","","","",""
"304192","","","","","","","","","","","","","22","22","22","22.189","22.189","22.189","","","","","","","","","","","",""
"304774","","","","","","","","","","","","","","","","","","","23","23","23","22.08","22.08","22.08","","","","","",""
"305556","27","27","27","22.024","22.024","22.024","","","","","","","","","","","","","","","","","","","","","","","",""
"305999","","","","","","","26","26","26","22.258","22.258","22.258","","","","","","","","","","","","","","","","","",""
"306454","","","","","","","","","","","","","22","22","22","21.967","21.967","21.967","","","","","","","","","","","",""
"306543","","","","","","","","","","","","","26","26","26","22.356","22.356","22.356","","","","","","","","","","","",""
"307679","28","28","28","22.337","22.337","22.337","","","","","","","","","","","","","","","","","","","","","","","",""
"307835","","","","","","","28","28","28","22.211","22.211","22.211","","","","","","","","","","","","","","","","","",""
"307862","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","21.813","21.813","21.813"
"308571","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","22.008","22.008","22.008"
"309257","","","","","","","22","22","22","22.21","22.21","22.21","","","","","","","","","","","","","","","","","",""
"309526","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","21.831","21.831","21.831"
"309784","","","","","","","","","","","","","26","26","26","22.164","22.164","22.164","","","","","","","","","","","",""
"310311","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.005","22.005","22.005"
"310832","","","","","","","","","","","","","22","22","22","22.025","22.025","22.025","","","","","","","","","","","",""
"310996","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","21.848","21.848","21.848"
"312130","29","29","29","21.938","21.938","21.938","","","","","","","","","","","","","","","","","","","","","","","",""
"312800","","","","","","","","","","","","","23","23","23","22.145","22.145","22.145","","","","","","","","","","","",""
"313072","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","22.017","22.017","22.017"
"313223","","","","","","","24","24","24","22.198","22.198","22.198","","","","","","","","","","","","","","","","","",""
"313450","","","","","","","","","","","","","22","22","22","22.097","22.097","22.097","","","","","","","","","","","",""
"313465","","","","","","","","","","","","","23","23","23","22.129","22.129","22.129","","","","","","","","","","","",""
"313850","","","","","","","","","","","","","29","29","29","22.127","22.127","22.127","","","","","","","","","","","",""
"313920","","","","","","","22","22","22","22.128","22.128","22.128","","","","","","","","","","","","","","","","","",""
"314693","","","","","","","28","28","28","22.177","22.177","22.177","","","","","","","","","","","","","","","","","",""
"315313","","","","","","","","","","","","","23","23","23","22.235","22.235","22.235","","","","","","","","","","","",""
"315901","","","","","","","","","","","","","23","23","23","22.203","22.203","22.203","","","","","","","","","","","",""
"316492","","","","","","","","","","","","","","","","","","","25","25","25","22.154","22.154","22.154","","","","","",""
"316559","28","28","28","22.256","22.256","22.256","","","","","","","","","","","","","","","","","","","","","","","",""
"316920","","","","","","","","","","","","","","","","","","","24","24","24","22.084","22.084","22.084","","","","","",""
"317063","","","","","","","","","","","","","23","23","23","22.196","22.196","22.196","","","","","","","","","","","",""
"317700","","","","","","","","","","","","","23","23","23","22.345","22.345","22.345","","","","","","","","","","","",""
"317772","","","","","","","27","27","27","22.029","22.029","22.029","","","","","","","","","","","","","","","","","",""
"317881","","","","","","","","","","","","","27","27","27","22.221","22.221","22.221","","","","","","","","","","","",""
"318266","29","29","29","22.347","22.347","22.347","","","","","","","","","","","","","","","","","","","","","","","",""
"318340","","","","","","","29","29","29","22.182","22.182","22.182","","","","","","","","","","","","","","","","","",""
"318939","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.061","22.061","22.061"
"319184","","","","","","","","","","","","","23","23","23","22.238","22.238","22.238","","","","","","","","","","","",""
"319404","","","","","","","","","","","","","","","","","","","24","24","24","22.041","22.041","22.041","","","","","",""
"320721","","","","","","","","","","","","","27","27","27","22.079","22.079","22.079","","","","","","","","","","","",""
"320735","","","","","","","","","","","","","23","23","23","22.3","22.3","22.3","","","","","","","","","","","",""
"320757","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","22.006","22.006","22.006"
"320815","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","22.083","22.083","22.083"
"321121","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","21.884","21.884","21.884"
"322713","30","30","30","22.125","22.125","22.125","","","","","","","","","","","","","","","","","","","","","","","",""
"323528","","","","","","","23","23","23","22.115","22.115","22.115","","","","","","","","","","","","","","","","","",""
"324192","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","21.995","21.995","21.995"
"324988","","","","","","","25","25","25","22.191","22.191","22.191","","","","","","","","","","","","","","","","","",""
"325547","","","","","","","29","29","29","22.12","22.12","22.12","","","","","","","","","","","","","","","","","",""
"325926","","","","","","","","","","","","","23","23","23","22.148","22.148","22.148","","","","","","","","","","","",""
"326113","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.093","22.093","22.093"
"327590","29","29","29","22.149","22.149","22.149","","","","","","","","","","","","","","","","","","","","","","","",""
"327624","","","","","","","","","","","","","24","24","24","22.083","22.083","22.083","","","","","","","","","","","",""
"327828","","","","","","","","","","","","","24","24","24","22.139","22.139","22.139","","","","","","","","","","","",""
"328720","","","","","","","30","30","30","22.288","22.288","22.288","","","","","","","","","","","","","","","","","",""
"328818","","","","","","","","","","","","","23","23","23","22.073","22.073","22.073","","","","","","","","","","","",""
"328849","","","","","","","","","","","","","28","28","28","22.196","22.196","22.196","","","","","","","","","","","",""
"328920","","","","","","","23","23","23","22.099","22.099","22.099","","","","","","","","","","","","","","","","","",""
"328952","30","30","30","22.202","22.202","22.202","","","","","","","","","","","","","","","","","","","","","","","",""
"329322","","","","","","","","","","","","","24","24","24","22.149","22.149","22.149","","","","","","","","","","","",""
"329424","","","","","","","28","28","28","22.34","22.34","22.34","","","","","","","","","","","","","","","","","",""
"330044","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","22.158","22.158","22.158"
"330242","","","","","","","","","","","","","30","30","30","22.201","22.201","22.201","","","","","","","","","","","",""
"330291","","","","","","","","","","","","","24","24","24","22.151","22.151","22.151","","","","","","","","","","","",""
"330581","","","","","","","","","","","","","","","","","","","25","25","25","22.159","22.159","22.159","","","","","",""
"330775","","","","","","","","","","","","","","","","","","","26","26","26","22.185","22.185","22.185","","","","","",""
"331161","","","","","","","","","","","","","28","28","28","22.191","22.191","22.191","","","","","","","","","","","",""
"331449","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","21.979","21.979","21.979"
"331573","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","22.113","22.113","22.113"
"331687","","","","","","","","","","","","","24","24","24","22.099","22.099","22.099","","","","","","","","","","","",""
"332622","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","22.145","22.145","22.145"
"332706","","","","","","","","","","","","","24","24","24","22.096","22.096","22.096","","","","","","","","","","","",""
"333319","31","31","31","22.135","22.135","22.135","","","","","","","","","","","","","","","","","","","","","","","",""
"334175","","","","","","","","","","","","","24","24","24","22.291","22.291","22.291","","","","","","","","","","","",""
"334323","","","","","","","","","","","","","","","","","","","25","25","25","22.162","22.162","22.162","","","","","",""
"335448","","","","","","","","","","","","","24","24","24","22.088","22.088","22.088","","","","","","","","","","","",""
"336331","","","","","","","30","30","30","22.449","22.449","22.449","","","","","","","","","","","","","","","","","",""
"337770","","","","","","","24","24","24","22.462","22.462","22.462","","","","","","","","","","","","","","","","","",""
"338014","","","","","","","26","26","26","22.47","22.47","22.47","","","","","","","","","","","","","","","","","",""
"338773","","","","","","","31","31","31","22.401","22.401","22.401","","","","","","","","","","","","","","","","","",""
"338795","30","30","30","22.256","22.256","22.256","","","","","","","","","","","","","","","","","","","","","","","",""
"338950","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","21.811","21.811","21.811"
"339305","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","22.131","22.131","22.131"
"339606","31","31","31","22.308","22.308","22.308","","","","","","","","","","","","","","","","","","","","","","","",""
"339865","","","","","","","","","","","","","29","29","29","22.362","22.362","22.362","","","","","","","","","","","",""
"340794","","","","","","","","","","","","","24","24","24","22.204","22.204","22.204","","","","","","","","","","","",""
"341150","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","22.105","22.105","22.105"
"341406","","","","","","","29","29","29","22.235","22.235","22.235","","","","","","","","","","","","","","","","","",""
"341771","","","","","","","","","","","","","29","29","29","22.027","22.027","22.027","","","","","","","","","","","",""
"341834","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","22.066","22.066","22.066"
"341935","","","","","","","","","","","","","25","25","25","22.304","22.304","22.304","","","","","","","","","","","",""
"342066","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","22.187","22.187","22.187"
"342096","","","","","","","","","","","","","25","25","25","22.225","22.225","22.225","","","","","","","","","","","",""
"342740","","","","","","","","","","","","","25","25","25","22.139","22.139","22.139","","","","","","","","","","","",""
"343372","","","","","","","24","24","24","22.121","22.121","22.121","","","","","","","","","","","","","","","","","",""
"343872","32","32","32","22.118","22.118","22.118","","","","","","","","","","","","","","","","","","","","","","","",""
"343887","","","","","","","","","","","","","24","24","24","22.112","22.112","22.112","","","","","","","","","","","",""
"344443","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.057","22.057","22.057"
"344652","","","","","","","","","","","","","","","","","","","27","27","27","22.187","22.187","22.187","","","","","",""
"344813","","","","","","","","","","","","","25","25","25","22.102","22.102","22.102","","","","","","","","","","","",""
"345036","","","","","","","","","","","","","","","","","","","26","26","26","22.212","22.212","22.212","","","","","",""
"346372","","","","","","","","","","","","","25","25","25","22.114","22.114","22.114","","","","","","","","","","","",""
"346849","","","","","","","","","","","","","31","31","31","22.15","22.15","22.15","","","","","","","","","","","",""
"346983","","","","","","","31","31","31","22.258","22.258","22.258","","","","","","","","","","","","","","","","","",""
"347756","","","","","","","","","","","","","25","25","25","22.137","22.137","22.137","","","","","","","","","","","",""
"348833","","","","","","","","","","","","","","","","","","","26","26","26","22.201","22.201","22.201","","","","","",""
"349064","","","","","","","32","32","32","22.329","22.329","22.329","","","","","","","","","","","","","","","","","",""
"349083","","","","","","","","","","","","","25","25","25","22.293","22.293","22.293","","","","","","","","","","","",""
"349761","31","31","31","22.271","22.271","22.271","","","","","","","","","","","","","","","","","","","","","","","",""
"350072","","","","","","","","","","","","","25","25","25","22.082","22.082","22.082","","","","","","","","","","","",""
"350351","32","32","32","22.164","22.164","22.164","","","","","","","","","","","","","","","","","","","","","","","",""
"351072","","","","","","","","","","","","","30","30","30","22.347","22.347","22.347","","","","","","","","","","","",""
"351215","","","","","","","27","27","27","22.421","22.421","22.421","","","","","","","","","","","","","","","","","",""
"351539","","","","","","","","","","","","","30","30","30","22.411","22.411","22.411","","","","","","","","","","","",""
"352113","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","22.051","22.051","22.051"
"352144","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","22.301","22.301","22.301"
"352161","","","","","","","25","25","25","22.296","22.296","22.296","","","","","","","","","","","","","","","","","",""
"352484","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","22.312","22.312","22.312"
"352635","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","22.085","22.085","22.085"
"353163","","","","","","","30","30","30","22.104","22.104","22.104","","","","","","","","","","","","","","","","","",""
"353530","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","22.091","22.091","22.091"
"354387","33","33","33","22.263","22.263","22.263","","","","","","","","","","","","","","","","","","","","","","","",""
"356118","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","22.153","22.153","22.153"
"356151","","","","","","","","","","","","","25","25","25","22.27","22.27","22.27","","","","","","","","","","","",""
"356153","","","","","","","","","","","","","32","32","32","22.081","22.081","22.081","","","","","","","","","","","",""
"356652","","","","","","","","","","","","","26","26","26","22.111","22.111","22.111","","","","","","","","","","","",""
"356725","","","","","","","","","","","","","26","26","26","22.29","22.29","22.29","","","","","","","","","","","",""
"356880","","","","","","","","","","","","","26","26","26","22.339","22.339","22.339","","","","","","","","","","","",""
"357938","","","","","","","32","32","32","22.275","22.275","22.275","","","","","","","","","","","","","","","","","",""
"358294","","","","","","","25","25","25","22.154","22.154","22.154","","","","","","","","","","","","","","","","","",""
"358807","","","","","","","","","","","","","","","","","","","28","28","28","22.174","22.174","22.174","","","","","",""
"359264","","","","","","","33","33","33","22.356","22.356","22.356","","","","","","","","","","","","","","","","","",""
"359274","","","","","","","","","","","","","","","","","","","27","27","27","22.255","22.255","22.255","","","","","",""
"359488","","","","","","","","","","","","","25","25","25","22.01","22.01","22.01","","","","","","","","","","","",""
"359619","","","","","","","","","","","","","26","26","26","22.341","22.341","22.341","","","","","","","","","","","",""
"360881","32","32","32","22.099","22.099","22.099","","","","","","","","","","","","","","","","","","","","","","","",""
"360901","33","33","33","22.441","22.441","22.441","","","","","","","","","","","","","","","","","","","","","","","",""
"361267","","","","","","","","","","","","","26","26","26","22.424","22.424","22.424","","","","","","","","","","","",""
"362041","","","","","","","","","","","","","31","31","31","22.367","22.367","22.367","","","","","","","","","","","",""
"362209","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","22.054","22.054","22.054"
"362223","","","","","","","","","","","","","31","31","31","22.269","22.269","22.269","","","","","","","","","","","",""
"362924","","","","","","","","","","","","","26","26","26","22.401","22.401","22.401","","","","","","","","","","","",""
"363000","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","22.104","22.104","22.104"
"363211","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","22.277","22.277","22.277"
"363343","","","","","","","","","","","","","","","","","","","27","27","27","22.236","22.236","22.236","","","","","",""
"364167","","","","","","","","","","","","","26","26","26","22.249","22.249","22.249","","","","","","","","","","","",""
"364513","","","","","","","28","28","28","22.244","22.244","22.244","","","","","","","","","","","","","","","","","",""
"364583","","","","","","","","","","","","","26","26","26","22.243","22.243","22.243","","","","","","","","","","","",""
"364852","34","34","34","22.423","22.423","22.423","","","","","","","","","","","","","","","","","","","","","","","",""
"364919","","","","","","","31","31","31","22.344","22.344","22.344","","","","","","","","","","","","","","","","","",""
"365555","","","","","","","","","","","","","33","33","33","22.269","22.269","22.269","","","","","","","","","","","",""
"365602","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","22.292","22.292","22.292"
"366653","","","","","","","26","26","26","22.459","22.459","22.459","","","","","","","","","","","","","","","","","",""
"367970","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","22.039","22.039","22.039"
"368251","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","21.972","21.972","21.972"
"368656","","","","","","","33","33","33","22.384","22.384","22.384","","","","","","","","","","","","","","","","","",""
"369889","","","","","","","34","34","34","22.39","22.39","22.39","","","","","","","","","","","","","","","","","",""
"370747","","","","","","","","","","","","","27","27","27","22.274","22.274","22.274","","","","","","","","","","","",""
"370976","","","","","","","","","","","","","27","27","27","22.196","22.196","22.196","","","","","","","","","","","",""
"371024","","","","","","","","","","","","","26","26","26","22.429","22.429","22.429","","","","","","","","","","","",""
"371204","34","34","34","22.285","22.285","22.285","","","","","","","","","","","","","","","","","","","","","","","",""
"371357","","","","","","","","","","","","","27","27","27","22.188","22.188","22.188","","","","","","","","","","","",""
"371935","33","33","33","22.424","22.424","22.424","","","","","","","","","","","","","","","","","","","","","","","",""
"372417","","","","","","","","","","","","","32","32","32","22.208","22.208","22.208","","","","","","","","","","","",""
"372572","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.228","22.228","22.228"
"372607","","","","","","","26","26","26","22.237","22.237","22.237","","","","","","","","","","","","","","","","","",""
"372874","","","","","","","","","","","","","","","","","","","29","29","29","22.076","22.076","22.076","","","","","",""
"373265","","","","","","","","","","","","","32","32","32","22.34","22.34","22.34","","","","","","","","","","","",""
"373387","","","","","","","","","","","","","","","","","","","28","28","28","22.152","22.152","22.152","","","","","",""
"373776","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","22.231","22.231","22.231"
"373989","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","22.223","22.223","22.223"
"374227","","","","","","","","","","","","","27","27","27","22.262","22.262","22.262","","","","","","","","","","","",""
"374793","","","","","","","","","","","","","26","26","26","22.395","22.395","22.395","","","","","","","","","","","",""
"374852","","","","","","","","","","","","","34","34","34","22.35","22.35","22.35","","","","","","","","","","","",""
"375455","35","35","35","22.126","22.126","22.126","","","","","","","","","","","","","","","","","","","","","","","",""
"375659","","","","","","","","","","","","","27","27","27","22.419","22.419","22.419","","","","","","","","","","","",""
"377044","","","","","","","32","32","32","22.169","22.169","22.169","","","","","","","","","","","","","","","","","",""
"377707","","","","","","","","","","","","","27","27","27","22.188","22.188","22.188","","","","","","","","","","","",""
"377928","","","","","","","29","29","29","22.326","22.326","22.326","","","","","","","","","","","","","","","","","",""
"378422","","","","","","","","","","","","","","","","","","","28","28","28","22.272","22.272","22.272","","","","","",""
"378473","","","","","","","","","","","","","27","27","27","22.261","22.261","22.261","","","","","","","","","","","",""
"378606","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","22.157","22.157","22.157"
"379357","","","","","","","","","","","","","27","27","27","22.255","22.255","22.255","","","","","","","","","","","",""
"379540","","","","","","","34","34","34","22.347","22.347","22.347","","","","","","","","","","","","","","","","","",""
"379703","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","22.347","22.347","22.347"
"380386","","","","","","","35","35","35","22.315","22.315","22.315","","","","","","","","","","","","","","","","","",""
