"num_samples","num_thread: 5 (threads: partner IQL) - _step","num_thread: 5 (threads: partner IQL) - _step__MIN","num_thread: 5 (threads: partner IQL) - _step__MAX","num_thread: 5 (threads: partner IQL) - score","num_thread: 5 (threads: partner IQL) - score__MIN","num_thread: 5 (threads: partner IQL) - score__MAX","num_thread: 10 (threads: partner IQL) - _step","num_thread: 10 (threads: partner IQL) - _step__MIN","num_thread: 10 (threads: partner IQL) - _step__MAX","num_thread: 10 (threads: partner IQL) - score","num_thread: 10 (threads: partner IQL) - score__MIN","num_thread: 10 (threads: partner IQL) - score__MAX","num_thread: 20 (threads: partner IQL) - _step","num_thread: 20 (threads: partner IQL) - _step__MIN","num_thread: 20 (threads: partner IQL) - _step__MAX","num_thread: 20 (threads: partner IQL) - score","num_thread: 20 (threads: partner IQL) - score__MIN","num_thread: 20 (threads: partner IQL) - score__MAX","num_thread: 40 (threads: partner IQL) - _step","num_thread: 40 (threads: partner IQL) - _step__MIN","num_thread: 40 (threads: partner IQL) - _step__MAX","num_thread: 40 (threads: partner IQL) - score","num_thread: 40 (threads: partner IQL) - score__MIN","num_thread: 40 (threads: partner IQL) - score__MAX","num_thread: 80 (threads: partner IQL) - _step","num_thread: 80 (threads: partner IQL) - _step__MIN","num_thread: 80 (threads: partner IQL) - _step__MAX","num_thread: 80 (threads: partner IQL) - score","num_thread: 80 (threads: partner IQL) - score__MIN","num_thread: 80 (threads: partner IQL) - score__MAX","num_thread: 120 (threads: partner IQL) - _step","num_thread: 120 (threads: partner IQL) - _step__MIN","num_thread: 120 (threads: partner IQL) - _step__MAX","num_thread: 120 (threads: partner IQL) - score","num_thread: 120 (threads: partner IQL) - score__MIN","num_thread: 120 (threads: partner IQL) - score__MAX","num_thread: 160 (threads: partner IQL) - _step","num_thread: 160 (threads: partner IQL) - _step__MIN","num_thread: 160 (threads: partner IQL) - _step__MAX","num_thread: 160 (threads: partner IQL) - score","num_thread: 160 (threads: partner IQL) - score__MIN","num_thread: 160 (threads: partner IQL) - score__MAX"
"1025591","","","","","","","160","160","160","22.624","22.624","22.624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1026688","","","","","","","167","167","167","22.775","22.775","22.775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1027065","","","","","","","","","","","","","94","94","94","22.888","22.888","22.888","","","","","","","","","","","","","","","","","","","","","","","",""
"1027114","","","","","","","","","","","","","96","96","96","22.926","22.926","22.926","","","","","","","","","","","","","","","","","","","","","","","",""
"1027250","337","337","337","21.764","21.764","21.764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1027722","","","","","","","","","","","","","72","72","72","22.953","22.953","22.953","","","","","","","","","","","","","","","","","","","","","","","",""
"1028210","348","348","348","21.683","21.683","21.683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1028422","338","338","338","21.722","21.722","21.722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1029549","","","","","","","","","","","","","69","69","69","22.857","22.857","22.857","","","","","","","","","","","","","","","","","","","","","","","",""
"1029974","","","","","","","","","","","","","72","72","72","22.879","22.879","22.879","","","","","","","","","","","","","","","","","","","","","","","",""
"1030031","","","","","","","","","","","","","","","","","","","37","37","37","22.758","22.758","22.758","","","","","","","","","","","","","","","","","",""
"1030123","","","","","","","190","190","190","22.539","22.539","22.539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1030273","338","338","338","21.891","21.891","21.891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1030513","","","","","","","","","","","","","71","71","71","22.828","22.828","22.828","","","","","","","","","","","","","","","","","","","","","","","",""
"1030571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","22.523","22.523","22.523"
"1031150","349","349","349","21.825","21.825","21.825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1031466","339","339","339","21.518","21.518","21.518","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1031958","","","","","","","161","161","161","22.687","22.687","22.687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1031961","","","","","","","","","","","","","73","73","73","22.843","22.843","22.843","","","","","","","","","","","","","","","","","","","","","","","",""
"1032667","","","","","","","168","168","168","22.563","22.563","22.563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1033331","339","339","339","21.61","21.61","21.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1033999","","","","","","","","","","","","","","","","","","","36","36","36","22.749","22.749","22.749","","","","","","","","","","","","","","","","","",""
"1034086","350","350","350","22.022","22.022","22.022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1034515","340","340","340","22.113","22.113","22.113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1034947","","","","","","","","","","","","","","","","","","","52","52","52","22.864","22.864","22.864","","","","","","","","","","","","","","","","","",""
"1035154","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","22.544","22.544","22.544","","","","","","","","","","","",""
"1035470","","","","","","","191","191","191","22.399","22.399","22.399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1035795","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","22.745","22.745","22.745","","","","","","","","","","","",""
"1035805","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","22.838","22.838","22.838","","","","","","","","","","","",""
"1036434","340","340","340","21.949","21.949","21.949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1036620","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","22.666","22.666","22.666","","","","","","","","","","","",""
"1036939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","22.362","22.362","22.362","","","","","",""
"1037039","","","","","","","","","","","","","95","95","95","22.915","22.915","22.915","","","","","","","","","","","","","","","","","","","","","","","",""
"1037063","351","351","351","21.836","21.836","21.836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1037287","","","","","","","","","","","","","97","97","97","22.898","22.898","22.898","","","","","","","","","","","","","","","","","","","","","","","",""
"1037564","341","341","341","21.949","21.949","21.949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1037790","","","","","","","","","","","","","72","72","72","22.79","22.79","22.79","","","","","","","","","","","","","","","","","","","","","","","",""
"1038264","","","","","","","162","162","162","22.717","22.717","22.717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1038807","","","","","","","169","169","169","22.676","22.676","22.676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1039474","341","341","341","21.619","21.619","21.619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040008","352","352","352","21.615","21.615","21.615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040590","342","342","342","22.082","22.082","22.082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040931","","","","","","","192","192","192","22.383","22.383","22.383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1042223","","","","","","","","","","","","","73","73","73","22.953","22.953","22.953","","","","","","","","","","","","","","","","","","","","","","","",""
"1042377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","22.814","22.814","22.814","","","","","",""
"1042546","342","342","342","21.885","21.885","21.885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1042909","353","353","353","21.622","21.622","21.622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1043668","343","343","343","21.968","21.968","21.968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1044584","","","","","","","163","163","163","22.651","22.651","22.651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1044749","","","","","","","","","","","","","70","70","70","22.889","22.889","22.889","","","","","","","","","","","","","","","","","","","","","","","",""
"1044849","","","","","","","170","170","170","22.682","22.682","22.682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1044868","","","","","","","","","","","","","73","73","73","23.001","23.001","23.001","","","","","","","","","","","","","","","","","","","","","","","",""
"1045357","","","","","","","","","","","","","72","72","72","22.826","22.826","22.826","","","","","","","","","","","","","","","","","","","","","","","",""
"1045591","343","343","343","21.902","21.902","21.902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1045871","354","354","354","21.745","21.745","21.745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1046134","","","","","","","","","","","","","74","74","74","22.859","22.859","22.859","","","","","","","","","","","","","","","","","","","","","","","",""
"1046246","","","","","","","193","193","193","22.38","22.38","22.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1046309","","","","","","","","","","","","","98","98","98","22.668","22.668","22.668","","","","","","","","","","","","","","","","","","","","","","","",""
"1046681","344","344","344","22.03","22.03","22.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1047569","","","","","","","","","","","","","96","96","96","22.986","22.986","22.986","","","","","","","","","","","","","","","","","","","","","","","",""
"1048627","344","344","344","21.952","21.952","21.952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1048821","355","355","355","21.752","21.752","21.752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1049728","345","345","345","22.035","22.035","22.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1050823","","","","","","","171","171","171","22.601","22.601","22.601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1050846","","","","","","","164","164","164","22.536","22.536","22.536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1051636","345","345","345","21.887","21.887","21.887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1051731","","","","","","","194","194","194","22.455","22.455","22.455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1051755","356","356","356","21.745","21.745","21.745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1052703","","","","","","","","","","","","","73","73","73","22.909","22.909","22.909","","","","","","","","","","","","","","","","","","","","","","","",""
"1052730","346","346","346","21.816","21.816","21.816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1054676","357","357","357","21.656","21.656","21.656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1054717","346","346","346","21.659","21.659","21.659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1055085","","","","","","","","","","","","","","","","","","","53","53","53","22.753","22.753","22.753","","","","","","","","","","","","","","","","","",""
"1055372","","","","","","","","","","","","","99","99","99","22.747","22.747","22.747","","","","","","","","","","","","","","","","","","","","","","","",""
"1055777","347","347","347","21.866","21.866","21.866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1056620","","","","","","","","","","","","","74","74","74","22.815","22.815","22.815","","","","","","","","","","","","","","","","","","","","","","","",""
"1056961","","","","","","","172","172","172","22.625","22.625","22.625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057093","","","","","","","195","195","195","22.415","22.415","22.415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057283","","","","","","","165","165","165","22.551","22.551","22.551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","22.39","22.39","22.39"
"1057624","358","358","358","21.746","21.746","21.746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057798","347","347","347","21.852","21.852","21.852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1058366","","","","","","","","","","","","","97","97","97","22.797","22.797","22.797","","","","","","","","","","","","","","","","","","","","","","","",""
"1058614","","","","","","","","","","","","","","","","","","","38","38","38","22.772","22.772","22.772","","","","","","","","","","","","","","","","","",""
"1058801","348","348","348","21.904","21.904","21.904","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1059576","","","","","","","","","","","","","74","74","74","22.892","22.892","22.892","","","","","","","","","","","","","","","","","","","","","","","",""
"1059730","","","","","","","","","","","","","71","71","71","22.68","22.68","22.68","","","","","","","","","","","","","","","","","","","","","","","",""
"1060075","","","","","","","","","","","","","73","73","73","22.819","22.819","22.819","","","","","","","","","","","","","","","","","","","","","","","",""
"1060574","","","","","","","","","","","","","75","75","75","22.933","22.933","22.933","","","","","","","","","","","","","","","","","","","","","","","",""
"1060605","359","359","359","21.695","21.695","21.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1060875","348","348","348","21.757","21.757","21.757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1061801","349","349","349","21.933","21.933","21.933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1062474","","","","","","","196","196","196","22.441","22.441","22.441","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1062606","","","","","","","","","","","","","","","","","","","37","37","37","22.621","22.621","22.621","","","","","","","","","","","","","","","","","",""
"1063002","","","","","","","173","173","173","22.566","22.566","22.566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1063172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","22.181","22.181","22.181"
"1063558","360","360","360","21.676","21.676","21.676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1063613","","","","","","","166","166","166","22.734","22.734","22.734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1063910","349","349","349","21.812","21.812","21.812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1064832","350","350","350","21.929","21.929","21.929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1065971","","","","","","","","","","","","","100","100","100","22.876","22.876","22.876","","","","","","","","","","","","","","","","","","","","","","","",""
"1066503","361","361","361","21.749","21.749","21.749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1066956","350","350","350","22.003","22.003","22.003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1067129","","","","","","","","","","","","","74","74","74","22.865","22.865","22.865","","","","","","","","","","","","","","","","","","","","","","","",""
"1067834","","","","","","","197","197","197","22.416","22.416","22.416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1067839","351","351","351","21.747","21.747","21.747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1068965","","","","","","","174","174","174","22.705","22.705","22.705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1069463","362","362","362","21.635","21.635","21.635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1069553","","","","","","","","","","","","","98","98","98","22.836","22.836","22.836","","","","","","","","","","","","","","","","","","","","","","","",""
"1070024","","","","","","","167","167","167","22.641","22.641","22.641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1070040","351","351","351","21.927","21.927","21.927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1070253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","22.919","22.919","22.919","","","","","",""
"1070848","352","352","352","21.793","21.793","21.793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1071058","","","","","","","","","","","","","75","75","75","22.84","22.84","22.84","","","","","","","","","","","","","","","","","","","","","","","",""
"1072391","363","363","363","21.822","21.822","21.822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1073113","352","352","352","21.78","21.78","21.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1073160","","","","","","","198","198","198","22.293","22.293","22.293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1073860","353","353","353","21.803","21.803","21.803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074420","","","","","","","","","","","","","75","75","75","22.879","22.879","22.879","","","","","","","","","","","","","","","","","","","","","","","",""
"1074457","","","","","","","","","","","","","","","","","","","54","54","54","22.938","22.938","22.938","","","","","","","","","","","","","","","","","",""
"1074646","","","","","","","","","","","","","72","72","72","22.817","22.817","22.817","","","","","","","","","","","","","","","","","","","","","","","",""
"1074948","","","","","","","","","","","","","74","74","74","22.73","22.73","22.73","","","","","","","","","","","","","","","","","","","","","","","",""
"1074964","","","","","","","175","175","175","22.631","22.631","22.631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1075194","","","","","","","","","","","","","76","76","76","22.858","22.858","22.858","","","","","","","","","","","","","","","","","","","","","","","",""
"1075320","364","364","364","21.825","21.825","21.825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1076162","353","353","353","21.783","21.783","21.783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1076288","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","22.759","22.759","22.759","","","","","","","","","","","",""
"1076465","","","","","","","168","168","168","22.672","22.672","22.672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1076863","354","354","354","22.021","22.021","22.021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1077167","","","","","","","","","","","","","101","101","101","22.932","22.932","22.932","","","","","","","","","","","","","","","","","","","","","","","",""
"1077795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","22.614","22.614","22.614"
"1078048","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","22.561","22.561","22.561","","","","","","","","","","","",""
"1078292","","","","","","","199","199","199","22.246","22.246","22.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1078310","365","365","365","21.914","21.914","21.914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1078726","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","22.699","22.699","22.699","","","","","","","","","","","",""
"1079202","354","354","354","22.017","22.017","22.017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1079897","355","355","355","21.864","21.864","21.864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080115","","","","","","","","","","","","","99","99","99","22.85","22.85","22.85","","","","","","","","","","","","","","","","","","","","","","","",""
"1080961","","","","","","","176","176","176","22.633","22.633","22.633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081220","366","366","366","21.839","21.839","21.839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081292","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","22.66","22.66","22.66","","","","","","","","","","","",""
"1082033","","","","","","","","","","","","","75","75","75","22.825","22.825","22.825","","","","","","","","","","","","","","","","","","","","","","","",""
"1082264","355","355","355","21.711","21.711","21.711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1082920","356","356","356","21.77","21.77","21.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1082984","","","","","","","169","169","169","22.53","22.53","22.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1083322","","","","","","","200","200","200","22.612","22.612","22.612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1084131","367","367","367","21.716","21.716","21.716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085278","","","","","","","","","","","","","76","76","76","22.876","22.876","22.876","","","","","","","","","","","","","","","","","","","","","","","",""
"1085317","356","356","356","21.641","21.641","21.641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085915","357","357","357","21.783","21.783","21.783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1086926","","","","","","","177","177","177","22.565","22.565","22.565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1087022","368","368","368","21.854","21.854","21.854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1087223","","","","","","","","","","","","","","","","","","","39","39","39","22.87","22.87","22.87","","","","","","","","","","","","","","","","","",""
"1088343","357","357","357","21.819","21.819","21.819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1088572","","","","","","","201","201","201","22.425","22.425","22.425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1088726","","","","","","","","","","","","","102","102","102","22.817","22.817","22.817","","","","","","","","","","","","","","","","","","","","","","","",""
"1088919","358","358","358","21.77","21.77","21.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089354","","","","","","","170","170","170","22.777","22.777","22.777","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089488","","","","","","","","","","","","","76","76","76","22.868","22.868","22.868","","","","","","","","","","","","","","","","","","","","","","","",""
"1089733","","","","","","","","","","","","","73","73","73","22.837","22.837","22.837","","","","","","","","","","","","","","","","","","","","","","","",""
"1089944","369","369","369","21.892","21.892","21.892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089994","","","","","","","","","","","","","75","75","75","22.901","22.901","22.901","","","","","","","","","","","","","","","","","","","","","","","",""
"1090027","","","","","","","","","","","","","77","77","77","23.028","23.028","23.028","","","","","","","","","","","","","","","","","","","","","","","",""
"1090358","","","","","","","","","","","","","100","100","100","22.973","22.973","22.973","","","","","","","","","","","","","","","","","","","","","","","",""
"1091425","358","358","358","21.735","21.735","21.735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1091850","","","","","","","","","","","","","","","","","","","38","38","38","22.78","22.78","22.78","","","","","","","","","","","","","","","","","",""
"1091938","359","359","359","21.932","21.932","21.932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1092914","370","370","370","21.631","21.631","21.631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1092998","","","","","","","178","178","178","22.761","22.761","22.761","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1093872","","","","","","","","","","","","","","","","","","","55","55","55","22.772","22.772","22.772","","","","","","","","","","","","","","","","","",""
"1093886","","","","","","","202","202","202","22.449","22.449","22.449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1094475","359","359","359","21.757","21.757","21.757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1094951","360","360","360","21.934","21.934","21.934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095766","","","","","","","171","171","171","22.691","22.691","22.691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095859","371","371","371","21.485","21.485","21.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1096406","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","22.627","22.627","22.627","","","","","",""
"1096642","","","","","","","","","","","","","76","76","76","22.946","22.946","22.946","","","","","","","","","","","","","","","","","","","","","","","",""
"1097539","360","360","360","21.986","21.986","21.986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097903","","","","","","","","","","","","","103","103","103","22.975","22.975","22.975","","","","","","","","","","","","","","","","","","","","","","","",""
"1097978","361","361","361","21.899","21.899","21.899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1098494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","22.712","22.712","22.712","","","","","",""
"1098834","372","372","372","21.828","21.828","21.828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1099114","","","","","","","179","179","179","22.586","22.586","22.586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1099176","","","","","","","203","203","203","22.27","22.27","22.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100182","","","","","","","","","","","","","77","77","77","23.001","23.001","23.001","","","","","","","","","","","","","","","","","","","","","","","",""
"1100571","361","361","361","21.831","21.831","21.831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1101009","362","362","362","21.951","21.951","21.951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1101476","","","","","","","","","","","","","101","101","101","22.918","22.918","22.918","","","","","","","","","","","","","","","","","","","","","","","",""
"1101778","373","373","373","21.84","21.84","21.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1102188","","","","","","","172","172","172","22.584","22.584","22.584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1103628","362","362","362","21.792","21.792","21.792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1104026","363","363","363","21.913","21.913","21.913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1104557","","","","","","","204","204","204","22.48","22.48","22.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1104628","","","","","","","","","","","","","77","77","77","22.776","22.776","22.776","","","","","","","","","","","","","","","","","","","","","","","",""
"1104702","374","374","374","21.817","21.817","21.817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1104788","","","","","","","","","","","","","74","74","74","22.88","22.88","22.88","","","","","","","","","","","","","","","","","","","","","","","",""
"1104977","","","","","","","","","","","","","78","78","78","22.788","22.788","22.788","","","","","","","","","","","","","","","","","","","","","","","",""
"1105184","","","","","","","180","180","180","22.513","22.513","22.513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1105330","","","","","","","","","","","","","76","76","76","22.866","22.866","22.866","","","","","","","","","","","","","","","","","","","","","","","",""
"1106569","","","","","","","","","","","","","104","104","104","23.003","23.003","23.003","","","","","","","","","","","","","","","","","","","","","","","",""
"1106700","363","363","363","21.72","21.72","21.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1107085","364","364","364","22.13","22.13","22.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1107676","375","375","375","21.934","21.934","21.934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1108587","","","","","","","173","173","173","22.695","22.695","22.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1109781","364","364","364","22.069","22.069","22.069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1109964","","","","","","","205","205","205","22.41","22.41","22.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1110131","365","365","365","21.921","21.921","21.921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1110630","376","376","376","21.824","21.824","21.824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1111175","","","","","","","","","","","","","77","77","77","22.822","22.822","22.822","","","","","","","","","","","","","","","","","","","","","","","",""
"1111199","","","","","","","181","181","181","22.587","22.587","22.587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1111889","","","","","","","","","","","","","102","102","102","22.838","22.838","22.838","","","","","","","","","","","","","","","","","","","","","","","",""
"1112837","365","365","365","21.614","21.614","21.614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1113218","366","366","366","21.738","21.738","21.738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1113566","377","377","377","21.777","21.777","21.777","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1114652","","","","","","","","","","","","","78","78","78","22.954","22.954","22.954","","","","","","","","","","","","","","","","","","","","","","","",""
"1114843","","","","","","","","","","","","","","","","","","","56","56","56","22.753","22.753","22.753","","","","","","","","","","","","","","","","","",""
