"num_samples","replay_buffer_size: 50000 (Replay size: partner IQL) - _step","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 50000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - _step","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 100000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - _step","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 150000 (Replay size: partner IQL) - perfect__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - _step","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - _step__MAX","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect__MIN","replay_buffer_size: 200000 (Replay size: partner IQL) - perfect__MAX"
"310996","","","","","","","","","","","","","","","","","","","30","30","30","10.100000000000001","10.100000000000001","10.100000000000001"
"312800","","","","","","","23","23","23","14.6","14.6","14.6","","","","","","","","","","","",""
"313072","","","","","","","","","","","","","","","","","","","27","27","27","10.2","10.2","10.2"
"313223","24","24","24","16.5","16.5","16.5","","","","","","","","","","","","","","","","","",""
"313450","","","","","","","22","22","22","14.2","14.2","14.2","","","","","","","","","","","",""
"313850","","","","","","","29","29","29","12.7","12.7","12.7","","","","","","","","","","","",""
"313920","22","22","22","13.600000000000001","13.600000000000001","13.600000000000001","","","","","","","","","","","","","","","","","",""
"314693","28","28","28","18","18","18","","","","","","","","","","","","","","","","","",""
"315313","","","","","","","23","23","23","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","",""
"315901","","","","","","","23","23","23","14.2","14.2","14.2","","","","","","","","","","","",""
"316492","","","","","","","","","","","","","25","25","25","13.100000000000001","13.100000000000001","13.100000000000001","","","","","",""
"316920","","","","","","","","","","","","","24","24","24","12.3","12.3","12.3","","","","","",""
"317063","","","","","","","23","23","23","14.899999999999999","14.899999999999999","14.899999999999999","","","","","","","","","","","",""
"317772","27","27","27","16","16","16","","","","","","","","","","","","","","","","","",""
"318340","29","29","29","14.7","14.7","14.7","","","","","","","","","","","","","","","","","",""
"318939","","","","","","","","","","","","","","","","","","","28","28","28","13.700000000000001","13.700000000000001","13.700000000000001"
"319184","","","","","","","23","23","23","13.900000000000002","13.900000000000002","13.900000000000002","","","","","","","","","","","",""
"319404","","","","","","","","","","","","","24","24","24","11.799999999999999","11.799999999999999","11.799999999999999","","","","","",""
"320721","","","","","","","27","27","27","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","",""
"320757","","","","","","","","","","","","","","","","","","","29","29","29","10.9","10.9","10.9"
"320815","","","","","","","","","","","","","","","","","","","26","26","26","12.1","12.1","12.1"
"321121","","","","","","","","","","","","","","","","","","","31","31","31","9.1","9.1","9.1"
"323528","23","23","23","17.4","17.4","17.4","","","","","","","","","","","","","","","","","",""
"324192","","","","","","","","","","","","","","","","","","","26","26","26","12.2","12.2","12.2"
"324988","25","25","25","14.299999999999999","14.299999999999999","14.299999999999999","","","","","","","","","","","","","","","","","",""
"325547","29","29","29","16.1","16.1","16.1","","","","","","","","","","","","","","","","","",""
"325926","","","","","","","23","23","23","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","",""
"326113","","","","","","","","","","","","","","","","","","","28","28","28","12.1","12.1","12.1"
"327624","","","","","","","24","24","24","14.7","14.7","14.7","","","","","","","","","","","",""
"328720","30","30","30","16.900000000000002","16.900000000000002","16.900000000000002","","","","","","","","","","","","","","","","","",""
"328818","","","","","","","23","23","23","14.299999999999999","14.299999999999999","14.299999999999999","","","","","","","","","","","",""
"328920","23","23","23","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","","","","","","","",""
"329322","","","","","","","24","24","24","15","15","15","","","","","","","","","","","",""
"329424","28","28","28","14.7","14.7","14.7","","","","","","","","","","","","","","","","","",""
"330044","","","","","","","","","","","","","","","","","","","29","29","29","14.299999999999999","14.299999999999999","14.299999999999999"
"330242","","","","","","","30","30","30","14.399999999999999","14.399999999999999","14.399999999999999","","","","","","","","","","","",""
"330291","","","","","","","24","24","24","14.899999999999999","14.899999999999999","14.899999999999999","","","","","","","","","","","",""
"330581","","","","","","","","","","","","","25","25","25","16.3","16.3","16.3","","","","","",""
"330775","","","","","","","","","","","","","26","26","26","12.7","12.7","12.7","","","","","",""
"331161","","","","","","","28","28","28","16.2","16.2","16.2","","","","","","","","","","","",""
"331449","","","","","","","","","","","","","","","","","","","30","30","30","13.3","13.3","13.3"
"331573","","","","","","","","","","","","","","","","","","","32","32","32","12","12","12"
"331687","","","","","","","24","24","24","12.3","12.3","12.3","","","","","","","","","","","",""
"332622","","","","","","","","","","","","","","","","","","","27","27","27","11.1","11.1","11.1"
"334175","","","","","","","24","24","24","15.299999999999999","15.299999999999999","15.299999999999999","","","","","","","","","","","",""
"334323","","","","","","","","","","","","","25","25","25","13.600000000000001","13.600000000000001","13.600000000000001","","","","","",""
"336331","30","30","30","17.4","17.4","17.4","","","","","","","","","","","","","","","","","",""
"337770","24","24","24","16.3","16.3","16.3","","","","","","","","","","","","","","","","","",""
"338014","26","26","26","17.5","17.5","17.5","","","","","","","","","","","","","","","","","",""
"338773","31","31","31","17.8","17.8","17.8","","","","","","","","","","","","","","","","","",""
"338950","","","","","","","","","","","","","","","","","","","27","27","27","10.6","10.6","10.6"
"339305","","","","","","","","","","","","","","","","","","","29","29","29","12.1","12.1","12.1"
"340794","","","","","","","24","24","24","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","",""
"341150","","","","","","","","","","","","","","","","","","","30","30","30","14.2","14.2","14.2"
"341406","29","29","29","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","",""
"341771","","","","","","","29","29","29","14.899999999999999","14.899999999999999","14.899999999999999","","","","","","","","","","","",""
"341834","","","","","","","","","","","","","","","","","","","33","33","33","11.899999999999999","11.899999999999999","11.899999999999999"
"341935","","","","","","","25","25","25","15.7","15.7","15.7","","","","","","","","","","","",""
"342066","","","","","","","","","","","","","","","","","","","31","31","31","14.000000000000002","14.000000000000002","14.000000000000002"
"342740","","","","","","","25","25","25","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","",""
"343372","24","24","24","16.6","16.6","16.6","","","","","","","","","","","","","","","","","",""
"343887","","","","","","","24","24","24","15","15","15","","","","","","","","","","","",""
"344443","","","","","","","","","","","","","","","","","","","28","28","28","13.900000000000002","13.900000000000002","13.900000000000002"
"344652","","","","","","","","","","","","","27","27","27","12","12","12","","","","","",""
"344813","","","","","","","25","25","25","15.5","15.5","15.5","","","","","","","","","","","",""
"345036","","","","","","","","","","","","","26","26","26","14.499999999999998","14.499999999999998","14.499999999999998","","","","","",""
"346372","","","","","","","25","25","25","16.6","16.6","16.6","","","","","","","","","","","",""
"346849","","","","","","","31","31","31","14.2","14.2","14.2","","","","","","","","","","","",""
"346983","31","31","31","16","16","16","","","","","","","","","","","","","","","","","",""
"348833","","","","","","","","","","","","","26","26","26","14.099999999999998","14.099999999999998","14.099999999999998","","","","","",""
"349064","32","32","32","16","16","16","","","","","","","","","","","","","","","","","",""
"349083","","","","","","","25","25","25","15.8","15.8","15.8","","","","","","","","","","","",""
"351215","27","27","27","17.599999999999998","17.599999999999998","17.599999999999998","","","","","","","","","","","","","","","","","",""
"351539","","","","","","","30","30","30","13.200000000000001","13.200000000000001","13.200000000000001","","","","","","","","","","","",""
"352113","","","","","","","","","","","","","","","","","","","34","34","34","12","12","12"
"352144","","","","","","","","","","","","","","","","","","","31","31","31","14.499999999999998","14.499999999999998","14.499999999999998"
"352161","25","25","25","15.7","15.7","15.7","","","","","","","","","","","","","","","","","",""
"352484","","","","","","","","","","","","","","","","","","","30","30","30","13.600000000000001","13.600000000000001","13.600000000000001"
"352635","","","","","","","","","","","","","","","","","","","32","32","32","14.000000000000002","14.000000000000002","14.000000000000002"
"353163","30","30","30","17.599999999999998","17.599999999999998","17.599999999999998","","","","","","","","","","","","","","","","","",""
"353530","","","","","","","","","","","","","","","","","","","28","28","28","12.2","12.2","12.2"
"356118","","","","","","","","","","","","","","","","","","","29","29","29","11.700000000000001","11.700000000000001","11.700000000000001"
"356151","","","","","","","25","25","25","18.2","18.2","18.2","","","","","","","","","","","",""
"356153","","","","","","","32","32","32","14.099999999999998","14.099999999999998","14.099999999999998","","","","","","","","","","","",""
"356652","","","","","","","26","26","26","15.8","15.8","15.8","","","","","","","","","","","",""
"356880","","","","","","","26","26","26","15.9","15.9","15.9","","","","","","","","","","","",""
"357938","32","32","32","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","","","","","","","",""
"358294","25","25","25","15.8","15.8","15.8","","","","","","","","","","","","","","","","","",""
"358807","","","","","","","","","","","","","28","28","28","14.299999999999999","14.299999999999999","14.299999999999999","","","","","",""
"359264","33","33","33","18.4","18.4","18.4","","","","","","","","","","","","","","","","","",""
"359274","","","","","","","","","","","","","27","27","27","15","15","15","","","","","",""
"359488","","","","","","","25","25","25","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","",""
"359619","","","","","","","26","26","26","16.900000000000002","16.900000000000002","16.900000000000002","","","","","","","","","","","",""
"361267","","","","","","","26","26","26","15.8","15.8","15.8","","","","","","","","","","","",""
"362041","","","","","","","31","31","31","17.1","17.1","17.1","","","","","","","","","","","",""
"362209","","","","","","","","","","","","","","","","","","","35","35","35","12.3","12.3","12.3"
"363000","","","","","","","","","","","","","","","","","","","32","32","32","12.9","12.9","12.9"
"363211","","","","","","","","","","","","","","","","","","","33","33","33","13.600000000000001","13.600000000000001","13.600000000000001"
"363343","","","","","","","","","","","","","27","27","27","14.6","14.6","14.6","","","","","",""
"364167","","","","","","","26","26","26","15.1","15.1","15.1","","","","","","","","","","","",""
"364513","28","28","28","17.599999999999998","17.599999999999998","17.599999999999998","","","","","","","","","","","","","","","","","",""
"364919","31","31","31","17","17","17","","","","","","","","","","","","","","","","","",""
"365555","","","","","","","33","33","33","17","17","17","","","","","","","","","","","",""
"365602","","","","","","","","","","","","","","","","","","","31","31","31","13.3","13.3","13.3"
"366653","26","26","26","17.599999999999998","17.599999999999998","17.599999999999998","","","","","","","","","","","","","","","","","",""
"367970","","","","","","","","","","","","","","","","","","","30","30","30","11.600000000000001","11.600000000000001","11.600000000000001"
"368251","","","","","","","","","","","","","","","","","","","29","29","29","12.8","12.8","12.8"
"368656","33","33","33","18.099999999999998","18.099999999999998","18.099999999999998","","","","","","","","","","","","","","","","","",""
"369889","34","34","34","18.4","18.4","18.4","","","","","","","","","","","","","","","","","",""
"370747","","","","","","","27","27","27","15.9","15.9","15.9","","","","","","","","","","","",""
"371024","","","","","","","26","26","26","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","",""
"371357","","","","","","","27","27","27","15.5","15.5","15.5","","","","","","","","","","","",""
"372417","","","","","","","32","32","32","13.700000000000001","13.700000000000001","13.700000000000001","","","","","","","","","","","",""
"372572","","","","","","","","","","","","","","","","","","","36","36","36","11.600000000000001","11.600000000000001","11.600000000000001"
"372607","26","26","26","18","18","18","","","","","","","","","","","","","","","","","",""
"372874","","","","","","","","","","","","","29","29","29","13.100000000000001","13.100000000000001","13.100000000000001","","","","","",""
"373387","","","","","","","","","","","","","28","28","28","15.299999999999999","15.299999999999999","15.299999999999999","","","","","",""
"373776","","","","","","","","","","","","","","","","","","","33","33","33","14.2","14.2","14.2"
"373989","","","","","","","","","","","","","","","","","","","34","34","34","14.2","14.2","14.2"
"374227","","","","","","","27","27","27","14.6","14.6","14.6","","","","","","","","","","","",""
"374793","","","","","","","26","26","26","15.299999999999999","15.299999999999999","15.299999999999999","","","","","","","","","","","",""
"374852","","","","","","","34","34","34","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"375659","","","","","","","27","27","27","16.3","16.3","16.3","","","","","","","","","","","",""
"377044","32","32","32","18.2","18.2","18.2","","","","","","","","","","","","","","","","","",""
"377928","29","29","29","17.1","17.1","17.1","","","","","","","","","","","","","","","","","",""
"378422","","","","","","","","","","","","","28","28","28","15","15","15","","","","","",""
"378473","","","","","","","27","27","27","14.799999999999999","14.799999999999999","14.799999999999999","","","","","","","","","","","",""
"378606","","","","","","","","","","","","","","","","","","","32","32","32","13.700000000000001","13.700000000000001","13.700000000000001"
"379540","34","34","34","17.2","17.2","17.2","","","","","","","","","","","","","","","","","",""
"379703","","","","","","","","","","","","","","","","","","","31","31","31","14.399999999999999","14.399999999999999","14.399999999999999"
"380386","35","35","35","18.6","18.6","18.6","","","","","","","","","","","","","","","","","",""
"381023","27","27","27","17","17","17","","","","","","","","","","","","","","","","","",""
"382588","","","","","","","","","","","","","","","","","","","30","30","30","12.4","12.4","12.4"
"382787","","","","","","","33","33","33","18.099999999999998","18.099999999999998","18.099999999999998","","","","","","","37","37","37","10.8","10.8","10.8"
"384492","","","","","","","","","","","","","","","","","","","35","35","35","14.499999999999998","14.499999999999998","14.499999999999998"
"384811","","","","","","","35","35","35","16.2","16.2","16.2","","","","","","","","","","","",""
"384989","","","","","","","","","","","","","","","","","","","34","34","34","17.2","17.2","17.2"
"385195","","","","","","","28","28","28","17","17","17","","","","","","","","","","","",""
"386281","","","","","","","28","28","28","18","18","18","","","","","","","","","","","",""
"386305","","","","","","","27","27","27","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","",""
"386819","27","27","27","18.3","18.3","18.3","","","","","","","","","","","","","","","","","",""
"387078","","","","","","","","","","","","","30","30","30","15.4","15.4","15.4","","","","","",""
"387921","","","","","","","","","","","","","29","29","29","14.099999999999998","14.099999999999998","14.099999999999998","","","","","",""
"388751","","","","","","","28","28","28","16.5","16.5","16.5","","","","","","","","","","","",""
"388848","33","33","33","19.6","19.6","19.6","","","","","","","","","","","","","","","","","",""
"389738","","","","","","","27","27","27","14.6","14.6","14.6","","","","","","","","","","","",""
"390343","35","35","35","17.8","17.8","17.8","","","","","","","","","","","","","","","","","",""
"390627","","","","","","","28","28","28","18.2","18.2","18.2","","","","","","","","","","","",""
"391008","30","30","30","17.7","17.7","17.7","","","","","","","","","","","","","","","","","",""
"391015","36","36","36","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","",""
"391650","","","","","","","","","","","","","","","","","","","32","32","32","14.899999999999999","14.899999999999999","14.899999999999999"
"391891","","","","","","","","","","","","","","","","","","","33","33","33","15.1","15.1","15.1"
"392282","","","","","","","34","34","34","16.7","16.7","16.7","","","","","","","","","","","",""
"392737","","","","","","","","","","","","","","","","","","","38","38","38","14.499999999999998","14.499999999999998","14.499999999999998"
"393188","","","","","","","","","","","","","29","29","29","13.3","13.3","13.3","","","","","",""
"393487","","","","","","","28","28","28","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"394738","","","","","","","36","36","36","17.2","17.2","17.2","","","","","","","","","","","",""
"395273","","","","","","","","","","","","","","","","","","","36","36","36","15.9","15.9","15.9"
"395474","28","28","28","19","19","19","","","","","","","","","","","","","","","","","",""
"395972","","","","","","","","","","","","","","","","","","","35","35","35","14.499999999999998","14.499999999999998","14.499999999999998"
"396915","","","","","","","","","","","","","","","","","","","31","31","31","14.299999999999999","14.299999999999999","14.299999999999999"
"399283","","","","","","","29","29","29","17","17","17","","","","","","","","","","","",""
"400722","34","34","34","15.4","15.4","15.4","","","","","","","","","","","","","","","","","",""
"400779","","","","","","","29","29","29","16.5","16.5","16.5","","","","","","","","","","","",""
"401055","36","36","36","18.5","18.5","18.5","","","","","","","","","","","","","","","","","",""
"401132","","","","","","","28","28","28","14.499999999999998","14.499999999999998","14.499999999999998","","","","","","","","","","","",""
"401187","","","","","","","","","","","","","31","31","31","14.6","14.6","14.6","","","","","",""
"401620","28","28","28","17.1","17.1","17.1","","","","","","","","","","","","","","","","","",""
"401696","37","37","37","16.3","16.3","16.3","","","","","","","","","","","","","","","","","",""
"402528","","","","","","","","","","","","","30","30","30","15","15","15","","","","","",""
"402543","","","","","","","35","35","35","16","16","16","","","","","","","","","","","",""
"402937","","","","","","","","","","","","","","","","","","","39","39","39","14.399999999999999","14.399999999999999","14.399999999999999"
"403325","","","","","","","","","","","","","","","","","","","33","33","33","16.7","16.7","16.7"
"403482","","","","","","","29","29","29","16.8","16.8","16.8","","","","","","","","","","","",""
"403954","31","31","31","17.4","17.4","17.4","","","","","","","","","","","","","","","","","",""
"404525","","","","","","","28","28","28","16.900000000000002","16.900000000000002","16.900000000000002","","","","","","","","","","","",""
"405326","","","","","","","","","","","","","","","","","","","34","34","34","16.7","16.7","16.7"
"405370","","","","","","","29","29","29","15.8","15.8","15.8","","","","","","","","","","","",""
"405809","","","","","","","","","","","","","","","","","","","37","37","37","15.299999999999999","15.299999999999999","15.299999999999999"
"406170","","","","","","","37","37","37","16.1","16.1","16.1","","","","","","","","","","","",""
"407041","","","","","","","","","","","","","","","","","","","36","36","36","15.9","15.9","15.9"
"408303","","","","","","","","","","","","","30","30","30","17.1","17.1","17.1","","","","","",""
"408756","","","","","","","29","29","29","15.8","15.8","15.8","","","","","","","","","","","",""
"409829","29","29","29","17.9","17.9","17.9","","","","","","","","","","","","","","","","","",""
"411181","","","","","","","","","","","","","","","","","","","32","32","32","13.5","13.5","13.5"
"412025","37","37","37","18","18","18","","","","","","","","","","","","","","","","","",""
"412038","38","38","38","18","18","18","","","","","","","","","","","","","","","","","",""
"412573","35","35","35","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","",""
"413096","","","","","","","","","","","","","","","","","","","40","40","40","12.4","12.4","12.4"
"413137","","","","","","","30","30","30","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"413425","","","","","","","36","36","36","18.2","18.2","18.2","","","","","","","","","","","",""
"415054","","","","","","","","","","","","","32","32","32","15.8","15.8","15.8","","","","","",""
"415143","","","","","","","","","","","","","","","","","","","34","34","34","15.6","15.6","15.6"
"415164","","","","","","","30","30","30","16.3","16.3","16.3","","","","","","","","","","","",""
"416444","","","","","","","","","","","","","","","","","","","38","38","38","15.4","15.4","15.4"
"416558","","","","","","","29","29","29","16.5","16.5","16.5","","","","","","","","","","","",""
"416616","29","29","29","15.2","15.2","15.2","","","","","","","","","","","","","","","","","",""
"416731","","","","","","","","","","","","","31","31","31","17.9","17.9","17.9","","","","","",""
"417120","32","32","32","17.4","17.4","17.4","","","","","","","","","","","","","","","","","",""
"417572","","","","","","","38","38","38","17.599999999999998","17.599999999999998","17.599999999999998","","","","","","","","","","","",""
"417857","","","","","","","","","","","","","","","","","","","37","37","37","15.8","15.8","15.8"
"418015","","","","","","","30","30","30","17.1","17.1","17.1","","","","","","","","","","","",""
"418655","","","","","","","","","","","","","","","","","","","35","35","35","13.700000000000001","13.700000000000001","13.700000000000001"
"419919","","","","","","","30","30","30","16.2","16.2","16.2","","","","","","","","","","","",""
"419927","","","","","","","29","29","29","16.6","16.6","16.6","","","","","","","","","","","",""
"422150","39","39","39","20","20","20","","","","","","","","","","","","","","","","","",""
"423027","38","38","38","18.3","18.3","18.3","","","","","","","","","","","","","","","","","",""
"423226","","","","","","","","","","","","","31","31","31","16.2","16.2","16.2","","","","","",""
"423277","","","","","","","","","","","","","","","","","","","41","41","41","15.2","15.2","15.2"
"423667","","","","","","","30","30","30","17.8","17.8","17.8","","","","","","","","","","","",""
"424326","","","","","","","37","37","37","17","17","17","","","","","","","","","","","",""
"424427","30","30","30","19.6","19.6","19.6","","","","","","","","","","","","","","","","","",""
"424467","36","36","36","17.8","17.8","17.8","","","","","","","","","","","","","","","","","",""
"426028","","","","","","","","","","","","","","","","","","","33","33","33","15.6","15.6","15.6"
"426914","","","","","","","39","39","39","16.8","16.8","16.8","","","","","","","","","","","",""
"426969","","","","","","","","","","","","","","","","","","","35","35","35","14.7","14.7","14.7"
"427133","","","","","","","","","","","","","","","","","","","39","39","39","17.299999999999997","17.299999999999997","17.299999999999997"
"427476","","","","","","","31","31","31","16.6","16.6","16.6","","","","","","","","","","","",""
"428950","","","","","","","","","","","","","","","","","","","38","38","38","19.1","19.1","19.1"
"428959","","","","","","","","","","","","","33","33","33","17.5","17.5","17.5","","","","","",""
"430056","","","","","","","31","31","31","19.1","19.1","19.1","","","","","","","","","","","",""
"430059","33","33","33","18.9","18.9","18.9","","","","","","","","","","","","","","","","","",""
"430641","30","30","30","19.2","19.2","19.2","","","","","","","","","","","","","","","","","",""
"431040","","","","","","","","","","","","","32","32","32","16.5","16.5","16.5","","","","","",""
"431595","","","","","","","30","30","30","17.9","17.9","17.9","","","","","","","","","","","",""
"431795","","","","","","","","","","","","","","","","","","","36","36","36","15.6","15.6","15.6"
"432453","40","40","40","16.1","16.1","16.1","","","","","","","","","","","","","","","","","",""
"432730","","","","","","","31","31","31","17.2","17.2","17.2","","","","","","","","","","","",""
"433218","","","","","","","","","","","","","","","","","","","42","42","42","14.499999999999998","14.499999999999998","14.499999999999998"
"433637","39","39","39","20.9","20.9","20.9","","","","","","","","","","","","","","","","","",""
"434080","","","","","","","38","38","38","18.7","18.7","18.7","","","","","","","","","","","",""
"434515","","","","","","","31","31","31","17.7","17.7","17.7","","","","","","","","","","","",""
"435857","","","","","","","40","40","40","16.1","16.1","16.1","","","","","","","","","","","",""
"435958","","","","","","","30","30","30","16","16","16","","","","","","","","","","","",""
"436300","37","37","37","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","",""
"437864","","","","","","","","","","","","","32","32","32","15.5","15.5","15.5","","","","","",""
"438168","","","","","","","","","","","","","","","","","","","40","40","40","16","16","16"
"438291","","","","","","","31","31","31","19.1","19.1","19.1","","","","","","","","","","","",""
"438686","","","","","","","","","","","","","","","","","","","36","36","36","16.400000000000002","16.400000000000002","16.400000000000002"
"438691","31","31","31","20.200000000000003","20.200000000000003","20.200000000000003","","","","","","","","","","","","","","","","","",""
"440001","","","","","","","","","","","","","","","","","","","39","39","39","18.7","18.7","18.7"
"440524","","","","","","","","","","","","","","","","","","","34","34","34","16.8","16.8","16.8"
"441649","","","","","","","32","32","32","17.1","17.1","17.1","","","","","","","","","","","",""
"442861","41","41","41","19.1","19.1","19.1","","","","","","","","","","","","","","","","","",""
"443042","","","","","","","","","","","","","","","","","","","43","43","43","16.900000000000002","16.900000000000002","16.900000000000002"
"443061","","","","","","","","","","","","","34","34","34","18.4","18.4","18.4","","","","","",""
"443476","34","34","34","21.8","21.8","21.8","","","","","","","","","","","","","","","","","",""
"444156","40","40","40","17.1","17.1","17.1","","","","","","","","","","","","","","","","","",""
"444288","","","","","","","39","39","39","19.2","19.2","19.2","","","","","","","","","","","",""
"444519","","","","","","","32","32","32","14.299999999999999","14.299999999999999","14.299999999999999","","","","","","","","","","","",""
"445065","31","31","31","21.8","21.8","21.8","","","","","","","","","","","","","","","","","",""
"445237","","","","","","","","","","","","","","","","","","","37","37","37","15.5","15.5","15.5"
"445301","","","","","","","41","41","41","17.4","17.4","17.4","","","","","","","","","","","",""
"445490","","","","","","","","","","","","","33","33","33","19.1","19.1","19.1","","","","","",""
"446663","","","","","","","31","31","31","17.7","17.7","17.7","","","","","","","","","","","",""
"447375","","","","","","","32","32","32","17.8","17.8","17.8","","","","","","","","","","","",""
"448232","38","38","38","20.8","20.8","20.8","","","","","","","","","","","","","","","","","",""
"449022","","","","","","","","","","","","","","","","","","","41","41","41","15.4","15.4","15.4"
"449282","","","","","","","32","32","32","19.5","19.5","19.5","","","","","","","","","","","",""
"450722","","","","","","","","","","","","","","","","","","","37","37","37","15.5","15.5","15.5"
"450931","","","","","","","","","","","","","","","","","","","40","40","40","14.2","14.2","14.2"
"451191","","","","","","","31","31","31","18.9","18.9","18.9","","","","","","","","","","","",""
"452492","","","","","","","","","","","","","33","33","33","18","18","18","","","","","",""
"453296","42","42","42","18.5","18.5","18.5","","","","","","","","","","","","","","","","","",""
"453473","","","","","","","32","32","32","17.1","17.1","17.1","","","","","","","","","","","",""
"453511","32","32","32","20","20","20","","","","","","","","","","","","","","","","","",""
"454458","","","","","","","42","42","42","18.7","18.7","18.7","","","","","","","","","","","",""
"454726","","","","","","","40","40","40","14.7","14.7","14.7","","","","","","","","","","","",""
"454758","41","41","41","18.7","18.7","18.7","","","","","","","","","","","","","","","","","",""
"455973","","","","","","","33","33","33","16.900000000000002","16.900000000000002","16.900000000000002","","","","","","","","","","","",""
"456903","35","35","35","18","18","18","","","","","","","","","","","","","","","","","",""
"457375","","","","","","","","","","","","","35","35","35","17.2","17.2","17.2","","","","","",""
"459204","","","","","","","33","33","33","17.9","17.9","17.9","","","","","","","","","","","",""
"459220","32","32","32","17.1","17.1","17.1","","","","","","","","","","","","","","","","","",""
"459692","","","","","","","","","","","","","","","","","","","42","42","42","17.9","17.9","17.9"
"460020","39","39","39","19.400000000000002","19.400000000000002","19.400000000000002","","","","","","","","","","","","","","","","","",""
"460372","","","","","","","","","","","","","34","34","34","18.3","18.3","18.3","","","","","",""
"461734","","","","","","","32","32","32","17.4","17.4","17.4","","","","","","","","","","","",""
"461986","","","","","","","33","33","33","18.5","18.5","18.5","","","","","","","","","","","",""
"462578","","","","","","","","","","","","","","","","","","","41","41","41","18.6","18.6","18.6"
"462696","","","","","","","","","","","","","","","","","","","38","38","38","15.7","15.7","15.7"
"463501","43","43","43","18.6","18.6","18.6","","","","","","","","","","","","","","","","","",""
"463844","","","","","","","33","33","33","17.2","17.2","17.2","","","","","","","","","","","",""
"463885","","","","","","","43","43","43","17.4","17.4","17.4","","","","","","","","","","","",""
"464784","","","","","","","41","41","41","18.9","18.9","18.9","","","","","","","","","","","",""
"465790","42","42","42","19.6","19.6","19.6","","","","","","","","","","","","","","","","","",""
"466746","","","","","","","32","32","32","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"467073","","","","","","","","","","","","","34","34","34","17.7","17.7","17.7","","","","","",""
"467850","","","","","","","33","33","33","18.8","18.8","18.8","","","","","","","","","","","",""
"467933","33","33","33","20.200000000000003","20.200000000000003","20.200000000000003","","","","","","","","","","","","","","","","","",""
"469831","36","36","36","19","19","19","","","","","","","","","","","","","","","","","",""
"470501","","","","","","","34","34","34","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","",""
"471276","","","","","","","","","","","","","36","36","36","16.400000000000002","16.400000000000002","16.400000000000002","","","","","",""
"471966","40","40","40","17.5","17.5","17.5","","","","","","","","","","","","","","","","","",""
"472944","","","","","","","44","44","44","18.9","18.9","18.9","","","","","","","","","","","",""
"473707","","","","","","","34","34","34","19.400000000000002","19.400000000000002","19.400000000000002","","","","","","","","","","","",""
"473901","33","33","33","20","20","20","","","","","","","","","","","","","","","","","",""
"474535","44","44","44","21.2","21.2","21.2","","","","","","","","","","","","","","","","","",""
"474746","","","","","","","","","","","","","35","35","35","16.8","16.8","16.8","","","","","",""
"475866","","","","","","","42","42","42","20","20","20","","","","","","","","","","","",""
"476338","","","","","","","34","34","34","20.200000000000003","20.200000000000003","20.200000000000003","","","","","","","","","","","",""
