"num_samples","num_thread: 5 (threads: partner OBL5) - _step","num_thread: 5 (threads: partner OBL5) - _step__MIN","num_thread: 5 (threads: partner OBL5) - _step__MAX","num_thread: 5 (threads: partner OBL5) - score","num_thread: 5 (threads: partner OBL5) - score__MIN","num_thread: 5 (threads: partner OBL5) - score__MAX","num_thread: 10 (threads: partner OBL5) - _step","num_thread: 10 (threads: partner OBL5) - _step__MIN","num_thread: 10 (threads: partner OBL5) - _step__MAX","num_thread: 10 (threads: partner OBL5) - score","num_thread: 10 (threads: partner OBL5) - score__MIN","num_thread: 10 (threads: partner OBL5) - score__MAX","num_thread: 20 (threads: partner OBL5) - _step","num_thread: 20 (threads: partner OBL5) - _step__MIN","num_thread: 20 (threads: partner OBL5) - _step__MAX","num_thread: 20 (threads: partner OBL5) - score","num_thread: 20 (threads: partner OBL5) - score__MIN","num_thread: 20 (threads: partner OBL5) - score__MAX","num_thread: 40 (threads: partner OBL5) - _step","num_thread: 40 (threads: partner OBL5) - _step__MIN","num_thread: 40 (threads: partner OBL5) - _step__MAX","num_thread: 40 (threads: partner OBL5) - score","num_thread: 40 (threads: partner OBL5) - score__MIN","num_thread: 40 (threads: partner OBL5) - score__MAX","num_thread: 80 (threads: partner OBL5) - _step","num_thread: 80 (threads: partner OBL5) - _step__MIN","num_thread: 80 (threads: partner OBL5) - _step__MAX","num_thread: 80 (threads: partner OBL5) - score","num_thread: 80 (threads: partner OBL5) - score__MIN","num_thread: 80 (threads: partner OBL5) - score__MAX","num_thread: 120 (threads: partner OBL5) - _step","num_thread: 120 (threads: partner OBL5) - _step__MIN","num_thread: 120 (threads: partner OBL5) - _step__MAX","num_thread: 120 (threads: partner OBL5) - score","num_thread: 120 (threads: partner OBL5) - score__MIN","num_thread: 120 (threads: partner OBL5) - score__MAX","num_thread: 160 (threads: partner OBL5) - _step","num_thread: 160 (threads: partner OBL5) - _step__MIN","num_thread: 160 (threads: partner OBL5) - _step__MAX","num_thread: 160 (threads: partner OBL5) - score","num_thread: 160 (threads: partner OBL5) - score__MIN","num_thread: 160 (threads: partner OBL5) - score__MAX"
"197926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.93","12.93","12.93"
"197938","93","93","93","16.923","16.923","16.923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198441","","","","","","","","","","","","","","","","","","","7","7","7","14.137","14.137","14.137","","","","","","","","","","","","","","","","","",""
"198477","91","91","91","17.322","17.322","17.322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198499","","","","","","","39","39","39","17.077","17.077","17.077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"198998","","","","","","","41","41","41","16.816","16.816","16.816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199002","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","13.772","13.772","13.772","","","","","","","","","","","",""
"199241","","","","","","","39","39","39","16.783","16.783","16.783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199621","96","96","96","17.048","17.048","17.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199968","94","94","94","17.185","17.185","17.185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"199977","","","","","","","39","39","39","17.302","17.302","17.302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200383","","","","","","","40","40","40","17.755","17.755","17.755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200568","92","92","92","17.019","17.019","17.019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201096","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.9","12.9","12.9","","","","","","","","","","","",""
"201597","","","","","","","","","","","","","20","20","20","16.318","16.318","16.318","","","","","","","","","","","","","","","","","","","","","","","",""
"201647","97","97","97","16.781","16.781","16.781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202026","95","95","95","17.211","17.211","17.211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.813","12.813","12.813","","","","","",""
"202689","93","93","93","17.464","17.464","17.464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.115","13.115","13.115","","","","","",""
"203497","","","","","","","40","40","40","17.54","17.54","17.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.543","12.543","12.543","","","","","",""
"203638","","","","","","","42","42","42","17.232","17.232","17.232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203702","98","98","98","16.842","16.842","16.842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203955","96","96","96","17.242","17.242","17.242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203994","","","","","","","","","","","","","","","","","","","10","10","10","15.579","15.579","15.579","","","","","","","","","","","","","","","","","",""
"204221","","","","","","","40","40","40","16.733","16.733","16.733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204374","","","","","","","","","","","","","","","","","","","7","7","7","14.651","14.651","14.651","","","","","","","","","","","","","","","","","",""
"204810","94","94","94","16.652","16.652","16.652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204963","","","","","","","40","40","40","17.362","17.362","17.362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205060","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.789","12.789","12.789","","","","","","","","","","","",""
"205271","","","","","","","41","41","41","17.57","17.57","17.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205718","99","99","99","17.623","17.623","17.623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205935","97","97","97","17.011","17.011","17.011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206472","","","","","","","","","","","","","18","18","18","16.156","16.156","16.156","","","","","","","","","","","","","","","","","","","","","","","",""
"206978","95","95","95","16.794","16.794","16.794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"207752","100","100","100","17.51","17.51","17.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"207890","98","98","98","17.072","17.072","17.072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.22","12.22","12.22"
"208213","","","","","","","43","43","43","17.497","17.497","17.497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208302","","","","","","","","","","","","","18","18","18","16.849","16.849","16.849","","","","","","","","","","","","","","","","","","","","","","","",""
"208446","","","","","","","","","","","","","18","18","18","16.345","16.345","16.345","","","","","","","","","","","","","","","","","","","","","","","",""
"208627","","","","","","","41","41","41","17.319","17.319","17.319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"208901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.714","12.714","12.714","","","","","",""
"209108","96","96","96","17.747","17.747","17.747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209167","","","","","","","41","41","41","17.062","17.062","17.062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209446","","","","","","","","","","","","","18","18","18","16.208","16.208","16.208","","","","","","","","","","","","","","","","","","","","","","","",""
"209808","101","101","101","17.14","17.14","17.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209857","","","","","","","41","41","41","17.411","17.411","17.411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"209916","99","99","99","17.671","17.671","17.671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210202","","","","","","","","","","","","","18","18","18","16.09","16.09","16.09","","","","","","","","","","","","","","","","","","","","","","","",""
"210209","","","","","","","","","","","","","18","18","18","16.599","16.599","16.599","","","","","","","","","","","","","","","","","","","","","","","",""
"210236","","","","","","","42","42","42","17.918","17.918","17.918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210530","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.365","12.365","12.365","","","","","","","","","","","",""
"210735","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.298","13.298","13.298","","","","","","","","","","","",""
"211221","97","97","97","17.55","17.55","17.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"211301","","","","","","","","","","","","","21","21","21","17.071","17.071","17.071","","","","","","","","","","","","","","","","","","","","","","","",""
"211583","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.319","13.319","13.319","","","","","","","","","","","",""
"211705","","","","","","","","","","","","","18","18","18","16.449","16.449","16.449","","","","","","","","","","","","","","","","","","","","","","","",""
"211856","102","102","102","17.089","17.089","17.089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212004","100","100","100","16.938","16.938","16.938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212918","","","","","","","44","44","44","17.362","17.362","17.362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213333","98","98","98","16.761","16.761","16.761","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213651","","","","","","","42","42","42","17.444","17.444","17.444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213887","103","103","103","17.154","17.154","17.154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"214017","","","","","","","42","42","42","17.284","17.284","17.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"214106","101","101","101","17.58","17.58","17.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"214778","","","","","","","42","42","42","17.464","17.464","17.464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215145","","","","","","","43","43","43","17.76","17.76","17.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215449","99","99","99","17.41","17.41","17.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215935","104","104","104","17.074","17.074","17.074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"216161","102","102","102","17.224","17.224","17.224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"216650","","","","","","","","","","","","","","","","","","","9","9","9","15.383","15.383","15.383","","","","","","","","","","","","","","","","","",""
"217555","100","100","100","17.773","17.773","17.773","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"217593","","","","","","","45","45","45","17.534","17.534","17.534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218003","105","105","105","17.335","17.335","17.335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218236","103","103","103","17.301","17.301","17.301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218625","","","","","","","43","43","43","17.499","17.499","17.499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"218996","","","","","","","43","43","43","17.431","17.431","17.431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"219333","","","","","","","","","","","","","19","19","19","16.183","16.183","16.183","","","","","","","","","","","","","","","","","","","","","","","",""
"219626","","","","","","","43","43","43","17.752","17.752","17.752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"219674","101","101","101","17.569","17.569","17.569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220079","106","106","106","17.446","17.446","17.446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220091","","","","","","","44","44","44","17.977","17.977","17.977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220304","104","104","104","17.268","17.268","17.268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220761","","","","","","","","","","","","","22","22","22","17.644","17.644","17.644","","","","","","","","","","","","","","","","","","","","","","","",""
"221008","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.6","13.6","13.6","","","","","","","","","","","",""
"221817","102","102","102","17.463","17.463","17.463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"221900","","","","","","","","","","","","","19","19","19","16.346","16.346","16.346","","","","","","","","","","","","","","","","","","","","","","","",""
"222036","","","","","","","","","","","","","19","19","19","16.827","16.827","16.827","","","","","","","","","","","","","","","","","","","","","","","",""
"222113","107","107","107","17.46","17.46","17.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"222236","","","","","","","46","46","46","17.685","17.685","17.685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"222402","105","105","105","17.366","17.366","17.366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"222908","","","","","","","","","","","","","19","19","19","16.485","16.485","16.485","","","","","","","","","","","","","","","","","","","","","","","",""
"223309","","","","","","","","","","","","","19","19","19","16.071","16.071","16.071","","","","","","","","","","","","","","","","","","","","","","","",""
"223607","","","","","","","44","44","44","17.857","17.857","17.857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223796","","","","","","","","","","","","","19","19","19","16.428","16.428","16.428","","","","","","","","","","","","","","","","","","","","","","","",""
"223840","","","","","","","44","44","44","17.095","17.095","17.095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223947","103","103","103","17.542","17.542","17.542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"224152","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","13.943","13.943","13.943","","","","","","","","","","","",""
"224192","108","108","108","17.162","17.162","17.162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"224215","","","","","","","","","","","","","","","","","","","8","8","8","15.157","15.157","15.157","","","","","","","","","","","","","","","","","",""
"224266","","","","","","","","","","","","","","","","","","","9","9","9","14.494","14.494","14.494","","","","","","","","","","","","","","","","","",""
"224456","106","106","106","17.465","17.465","17.465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"224574","","","","","","","44","44","44","17.503","17.503","17.503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225167","","","","","","","45","45","45","18.054","18.054","18.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225660","","","","","","","","","","","","","19","19","19","17.244","17.244","17.244","","","","","","","","","","","","","","","","","","","","","","","",""
"225778","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.969","13.969","13.969","","","","","","","","","","","",""
"226053","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.047","13.047","13.047","","","","","","","","","","","",""
"226082","104","104","104","17.705","17.705","17.705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226241","109","109","109","17.155","17.155","17.155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226326","","","","","","","","","","","","","","","","","","","8","8","8","14.868","14.868","14.868","","","","","","","","","","","","","","","","","",""
"226538","107","107","107","17.304","17.304","17.304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226839","","","","","","","47","47","47","17.676","17.676","17.676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227151","","","","","","","","","","","","","","","","","","","11","11","11","16.467","16.467","16.467","","","","","","","","","","","","","","","","","",""
"228199","105","105","105","17.307","17.307","17.307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228257","110","110","110","17.247","17.247","17.247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228614","108","108","108","17.174","17.174","17.174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228699","","","","","","","45","45","45","17.776","17.776","17.776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"228940","","","","","","","45","45","45","17.227","17.227","17.227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"229578","","","","","","","45","45","45","17.268","17.268","17.268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230129","","","","","","","","","","","","","23","23","23","17.239","17.239","17.239","","","","","","","","","","","","","","","","","","","","","","","",""
"230223","","","","","","","46","46","46","18.202","18.202","18.202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230323","111","111","111","17.446","17.446","17.446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230338","106","106","106","17.665","17.665","17.665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230666","109","109","109","17.337","17.337","17.337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.138","13.138","13.138","","","","","",""
"231585","","","","","","","48","48","48","17.619","17.619","17.619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"232357","112","112","112","17.325","17.325","17.325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"232498","107","107","107","17.542","17.542","17.542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"232577","","","","","","","","","","","","","20","20","20","15.99","15.99","15.99","","","","","","","","","","","","","","","","","","","","","","","",""
"232747","110","110","110","17.284","17.284","17.284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"233656","","","","","","","46","46","46","17.837","17.837","17.837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"233665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.761","13.761","13.761","","","","","",""
"233913","","","","","","","46","46","46","17.656","17.656","17.656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234437","113","113","113","17.495","17.495","17.495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234598","108","108","108","17.627","17.627","17.627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234614","","","","","","","46","46","46","18.144","18.144","18.144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234643","","","","","","","","","","","","","20","20","20","16.494","16.494","16.494","","","","","","","","","","","","","","","","","","","","","","","",""
"234819","111","111","111","17.879","17.879","17.879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"235234","","","","","","","47","47","47","18.088","18.088","18.088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"235382","","","","","","","","","","","","","20","20","20","17.115","17.115","17.115","","","","","","","","","","","","","","","","","","","","","","","",""
"236278","","","","","","","49","49","49","17.532","17.532","17.532","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236501","114","114","114","17.311","17.311","17.311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236634","","","","","","","","","","","","","20","20","20","16.115","16.115","16.115","","","","","","","","","","","","","","","","","","","","","","","",""
"236741","109","109","109","17.844","17.844","17.844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236889","112","112","112","17.695","17.695","17.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"237034","","","","","","","","","","","","","20","20","20","15.932","15.932","15.932","","","","","","","","","","","","","","","","","","","","","","","",""
"237064","","","","","","","","","","","","","20","20","20","16.548","16.548","16.548","","","","","","","","","","","","","","","","","","","","","","","",""
"238229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","12.732","12.732","12.732"
"238574","115","115","115","17.461","17.461","17.461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"238725","","","","","","","47","47","47","18.03","18.03","18.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"238893","110","110","110","17.443","17.443","17.443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"238923","","","","","","","47","47","47","17.362","17.362","17.362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"238941","113","113","113","17.729","17.729","17.729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239424","","","","","","","47","47","47","17.844","17.844","17.844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239680","","","","","","","","","","","","","20","20","20","17.431","17.431","17.431","","","","","","","","","","","","","","","","","","","","","","","",""
"239937","","","","","","","","","","","","","24","24","24","17.438","17.438","17.438","","","","","","","","","","","","","","","","","","","","","","","",""
"240218","","","","","","","48","48","48","18.106","18.106","18.106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240616","116","116","116","17.71","17.71","17.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241010","111","111","111","17.574","17.574","17.574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241015","","","","","","","50","50","50","17.534","17.534","17.534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241030","114","114","114","17.13","17.13","17.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241105","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","14.879","14.879","14.879","","","","","","","","","","","",""
"241630","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.629","13.629","13.629","","","","","","","","","","","",""
"242284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.771","13.771","13.771"
"242470","","","","","","","","","","","","","","","","","","","10","10","10","16.442","16.442","16.442","","","","","","","","","","","","","","","","","",""
"242697","117","117","117","17.198","17.198","17.198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243103","115","115","115","17.571","17.571","17.571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243127","112","112","112","18.029","18.029","18.029","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243156","","","","","","","","","","","","","","","","","","","9","9","9","15.802","15.802","15.802","","","","","","","","","","","","","","","","","",""
"243697","","","","","","","48","48","48","18.369","18.369","18.369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243877","","","","","","","48","48","48","18.331","18.331","18.331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"244374","","","","","","","48","48","48","18.69","18.69","18.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"244734","118","118","118","17.401","17.401","17.401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245138","","","","","","","49","49","49","18.145","18.145","18.145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245147","116","116","116","17.59","17.59","17.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245288","113","113","113","17.786","17.786","17.786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245672","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","13.716","13.716","13.716","","","","","","","","","","","",""
"245816","","","","","","","51","51","51","17.723","17.723","17.723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"246212","","","","","","","","","","","","","21","21","21","16.485","16.485","16.485","","","","","","","","","","","","","","","","","","","","","","","",""
"246815","119","119","119","17.466","17.466","17.466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247243","117","117","117","17.663","17.663","17.663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247472","114","114","114","17.259","17.259","17.259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.929","12.929","12.929"
"247933","","","","","","","","","","","","","21","21","21","16.664","16.664","16.664","","","","","","","","","","","","","","","","","","","","","","","",""
"248834","120","120","120","17.904","17.904","17.904","49","49","49","17.723","17.723","17.723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"248898","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.258","13.258","13.258","","","","","","","","","","","",""
"248930","","","","","","","49","49","49","17.499","17.499","17.499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249265","118","118","118","17.376","17.376","17.376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249290","","","","","","","","","","","","","21","21","21","17.62","17.62","17.62","","","","","","","","","","","","","","","","","","","","","","","",""
"249381","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","13.962","13.962","13.962","","","","","","","","","","","",""
"249391","","","","","","","49","49","49","17.742","17.742","17.742","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249540","","","","","","","","","","","","","25","25","25","18.463","18.463","18.463","","","","","","","","","","","","","","","","","","","","","","","",""
"249650","115","115","115","17.436","17.436","17.436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"249900","","","","","","","","","","","","","21","21","21","16.517","16.517","16.517","","","","","","","","","","","","","","","","","","","","","","","",""
"250145","","","","","","","50","50","50","17.959","17.959","17.959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250330","","","","","","","","","","","","","21","21","21","16.545","16.545","16.545","","","","","","","","","","","","","","","","","","","","","","","",""
"250484","","","","","","","52","52","52","17.892","17.892","17.892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250563","","","","","","","","","","","","","21","21","21","16.593","16.593","16.593","","","","","","","","","","","","","","","","","","","","","","","",""
"250680","","","","","","","","","","","","","","","","","","","10","10","10","15.605","15.605","15.605","","","","","","","","","","","","","","","","","",""
"250877","121","121","121","17.589","17.589","17.589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251271","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","14.397","14.397","14.397","","","","","","","","","","","",""
"251372","119","119","119","17.635","17.635","17.635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251601","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","14.018","14.018","14.018","","","","","","","","","","","",""
"251765","116","116","116","17.818","17.818","17.818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"251923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","13.194","13.194","13.194","","","","","",""
"252326","","","","","","","","","","","","","","","","","","","12","12","12","16.443","16.443","16.443","","","","","","","","","","","","","","","","","",""
"252906","122","122","122","17.716","17.716","17.716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","12.614","12.614","12.614"
"253409","120","120","120","17.424","17.424","17.424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253799","","","","","","","50","50","50","18.196","18.196","18.196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253859","","","","","","","","","","","","","21","21","21","17.522","17.522","17.522","","","","","","","","","","","","","","","","","","","","","","","",""
"253884","","","","","","","50","50","50","17.722","17.722","17.722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"253888","117","117","117","17.676","17.676","17.676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254239","","","","","","","50","50","50","18.291","18.291","18.291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"254964","123","123","123","17.566","17.566","17.566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255024","","","","","","","","","","","","","","","","","","","9","9","9","15.267","15.267","15.267","","","","","","","","","","","","","","","","","",""
"255121","","","","","","","51","51","51","18.591","18.591","18.591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
