"num_samples","lr: 0.00000625 (learning rate: partner IQL) - _step","lr: 0.00000625 (learning rate: partner IQL) - _step__MIN","lr: 0.00000625 (learning rate: partner IQL) - _step__MAX","lr: 0.00000625 (learning rate: partner IQL) - perfect","lr: 0.00000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.00000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.00001 (learning rate: partner IQL) - _step","lr: 0.00001 (learning rate: partner IQL) - _step__MIN","lr: 0.00001 (learning rate: partner IQL) - _step__MAX","lr: 0.00001 (learning rate: partner IQL) - perfect","lr: 0.00001 (learning rate: partner IQL) - perfect__MIN","lr: 0.00001 (learning rate: partner IQL) - perfect__MAX","lr: 0.0000625 (learning rate: partner IQL) - _step","lr: 0.0000625 (learning rate: partner IQL) - _step__MIN","lr: 0.0000625 (learning rate: partner IQL) - _step__MAX","lr: 0.0000625 (learning rate: partner IQL) - perfect","lr: 0.0000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.0000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.0001 (learning rate: partner IQL) - _step","lr: 0.0001 (learning rate: partner IQL) - _step__MIN","lr: 0.0001 (learning rate: partner IQL) - _step__MAX","lr: 0.0001 (learning rate: partner IQL) - perfect","lr: 0.0001 (learning rate: partner IQL) - perfect__MIN","lr: 0.0001 (learning rate: partner IQL) - perfect__MAX","lr: 0.000625 (learning rate: partner IQL) - _step","lr: 0.000625 (learning rate: partner IQL) - _step__MIN","lr: 0.000625 (learning rate: partner IQL) - _step__MAX","lr: 0.000625 (learning rate: partner IQL) - perfect","lr: 0.000625 (learning rate: partner IQL) - perfect__MIN","lr: 0.000625 (learning rate: partner IQL) - perfect__MAX","lr: 0.001 (learning rate: partner IQL) - _step","lr: 0.001 (learning rate: partner IQL) - _step__MIN","lr: 0.001 (learning rate: partner IQL) - _step__MAX","lr: 0.001 (learning rate: partner IQL) - perfect","lr: 0.001 (learning rate: partner IQL) - perfect__MIN","lr: 0.001 (learning rate: partner IQL) - perfect__MAX"
"1555599","","","","","","","","","","","","","","","","","","","53","53","53","24.099999999999998","24.099999999999998","24.099999999999998","","","","","","","","","","","",""
"1558240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","17","17","17"
"1562640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","14.499999999999998","14.499999999999998","14.499999999999998"
"1564442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","16.5","16.5","16.5"
"1565598","","","","","","","","","","","","","39","39","39","26","26","26","","","","","","","","","","","","","","","","","",""
"1566017","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","24.5","24.5","24.5","","","","","",""
"1567834","","","","","","","","","","","","","34","34","34","24","24","24","","","","","","","","","","","","","","","","","",""
"1567844","","","","","","","","","","","","","35","35","35","24.3","24.3","24.3","","","","","","","","","","","","","","","","","",""
"1569753","","","","","","","53","53","53","16","16","16","","","","","","","","","","","","","","","","","","","","","","","",""
"1569757","","","","","","","29","29","29","10.2","10.2","10.2","","","","","","","","","","","","","","","","","","","","","","","",""
"1572990","","","","","","","","","","","","","36","36","36","20.1","20.1","20.1","","","","","","","","","","","","","","","","","",""
"1575718","35","35","35","9.2","9.2","9.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1576859","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","20.9","20.9","20.9","","","","","",""
"1578443","34","34","34","9.4","9.4","9.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1580731","","","","","","","32","32","32","9.700000000000001","9.700000000000001","9.700000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"1582011","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","25.5","25.5","25.5","","","","","",""
"1583750","","","","","","","","","","","","","","","","","","","54","54","54","28.199999999999996","28.199999999999996","28.199999999999996","","","","","","","","","","","",""
"1594651","","","","","","","","","","","","","","","","","","","37","37","37","23.9","23.9","23.9","","","","","","","","","","","",""
"1596528","","","","","","","","","","","","","","","","","","","35","35","35","25.3","25.3","25.3","","","","","","","","","","","",""
"1596793","","","","","","","54","54","54","16.3","16.3","16.3","","","","","","","","","","","","","","","","","","","","","","","",""
"1598958","33","33","33","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.6","22.6","22.6"
"1606373","","","","","","","","","","","","","40","40","40","22.1","22.1","22.1","","","","","","","","","","","","","","","","","",""
"1607206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","23.3","23.3","23.3"
"1611299","","","","","","","","","","","","","","","","","","","55","55","55","26","26","26","","","","","","","","","","","",""
"1613083","","","","","","","","","","","","","36","36","36","24.4","24.4","24.4","","","","","","","","","","","","","","","","","",""
"1613085","","","","","","","","","","","","","35","35","35","23","23","23","","","","","","","","","","","","","","","","","",""
"1613380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","17.9","17.9","17.9"
"1615710","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","25.2","25.2","25.2","","","","","",""
"1618244","","","","","","","","","","","","","37","37","37","20.3","20.3","20.3","","","","","","","","","","","","","","","","","",""
"1618845","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","25.1","25.1","25.1","","","","","",""
"1620666","36","36","36","8.799999999999999","8.799999999999999","8.799999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1623714","","","","","","","30","30","30","11.4","11.4","11.4","","","","","","","","","","","","","","","","","","","","","","","",""
"1625513","35","35","35","7.8","7.8","7.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1626568","","","","","","","55","55","55","14.2","14.2","14.2","","","","","","","","","","","","","","","","","","","","","","","",""
"1627057","","","","","","","33","33","33","12.4","12.4","12.4","","","","","","","","","","","","","","","","","","","","","","","",""
"1627378","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","24.5","24.5","24.5","","","","","",""
"1636733","","","","","","","","","","","","","","","","","","","38","38","38","27.500000000000004","27.500000000000004","27.500000000000004","","","","","","","","","","","",""
"1637226","","","","","","","","","","","","","","","","","","","56","56","56","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","",""
"1639301","","","","","","","","","","","","","","","","","","","36","36","36","25.7","25.7","25.7","","","","","","","","","","","",""
"1643707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","14.2","14.2","14.2"
"1646952","34","34","34","9.2","9.2","9.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1647370","","","","","","","","","","","","","41","41","41","26.1","26.1","26.1","","","","","","","","","","","","","","","","","",""
"1649641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","14.000000000000002","14.000000000000002","14.000000000000002"
"1655483","","","","","","","56","56","56","15.7","15.7","15.7","","","","","","","","","","","","","","","","","","","","","","","",""
"1657641","","","","","","","","","","","","","37","37","37","24.7","24.7","24.7","","","","","","","","","","","","","","","","","",""
"1657926","","","","","","","","","","","","","36","36","36","23.599999999999998","23.599999999999998","23.599999999999998","","","","","","","","","","","","","","","","","",""
"1662346","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","20.599999999999998","20.599999999999998","20.599999999999998","","","","","",""
"1663097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","20.599999999999998","20.599999999999998","20.599999999999998"
"1663689","","","","","","","","","","","","","38","38","38","25.7","25.7","25.7","","","","","","","","","","","","","","","","","",""
"1664804","","","","","","","","","","","","","","","","","","","57","57","57","29.2","29.2","29.2","","","","","","","","","","","",""
"1664981","37","37","37","8.7","8.7","8.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1665644","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","23.599999999999998","23.599999999999998","23.599999999999998","","","","","",""
"1671133","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","27.500000000000004","27.500000000000004","27.500000000000004","","","","","",""
"1673528","36","36","36","8.9","8.9","8.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1674699","","","","","","","34","34","34","12.3","12.3","12.3","","","","","","","","","","","","","","","","","","","","","","","",""
"1677196","","","","","","","31","31","31","10.5","10.5","10.5","","","","","","","","","","","","","","","","","","","","","","","",""
"1679181","","","","","","","","","","","","","","","","","","","39","39","39","25.6","25.6","25.6","","","","","","","","","","","",""
"1684427","","","","","","","57","57","57","15.6","15.6","15.6","","","","","","","","","","","","","","","","","","","","","","","",""
"1686284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","17.1","17.1","17.1"
"1686437","","","","","","","","","","","","","","","","","","","37","37","37","24.9","24.9","24.9","","","","","","","","","","","",""
"1688404","","","","","","","","","","","","","42","42","42","26","26","26","","","","","","","","","","","","","","","","","",""
"1693013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","23.799999999999997","23.799999999999997","23.799999999999997"
"1694609","","","","","","","","","","","","","","","","","","","58","58","58","27.3","27.3","27.3","","","","","","","","","","","",""
"1694703","35","35","35","7.3","7.3","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1701057","","","","","","","","","","","","","37","37","37","21.2","21.2","21.2","","","","","","","","","","","","","","","","","",""
"1701876","","","","","","","","","","","","","38","38","38","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","","","","","","","",""
"1706252","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","23.3","23.3","23.3","","","","","",""
"1709798","","","","","","","","","","","","","39","39","39","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"1709880","38","38","38","8.6","8.6","8.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1710384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","25.2","25.2","25.2"
"1710503","","","","","","","58","58","58","15.4","15.4","15.4","","","","","","","","","","","","","","","","","","","","","","","",""
"1714940","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","26.200000000000003","26.200000000000003","26.200000000000003","","","","","",""
"1716031","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","20.9","20.9","20.9","","","","","",""
"1719678","37","37","37","10.5","10.5","10.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1720673","","","","","","","35","35","35","8.799999999999999","8.799999999999999","8.799999999999999","","","","","","","","","","","","","","","","","","","","","","","",""
"1722816","","","","","","","","","","","","","","","","","","","40","40","40","23.799999999999997","23.799999999999997","23.799999999999997","","","","","","","","","","","",""
"1724185","","","","","","","","","","","","","","","","","","","59","59","59","28.000000000000004","28.000000000000004","28.000000000000004","","","","","","","","","","","",""
"1729748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","23.9","23.9","23.9"
"1729780","","","","","","","","","","","","","43","43","43","27.6","27.6","27.6","","","","","","","","","","","","","","","","","",""
"1730322","","","","","","","32","32","32","11.5","11.5","11.5","","","","","","","","","","","","","","","","","","","","","","","",""
"1731921","","","","","","","","","","","","","","","","","","","38","38","38","26.6","26.6","26.6","","","","","","","","","","","",""
"1736266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","19.7","19.7","19.7"
"1738618","","","","","","","59","59","59","16.2","16.2","16.2","","","","","","","","","","","","","","","","","","","","","","","",""
"1745113","","","","","","","","","","","","","39","39","39","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"1745176","36","36","36","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1746836","","","","","","","","","","","","","38","38","38","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","","","","","","","",""
"1751089","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","27.6","27.6","27.6","","","","","",""
"1751668","","","","","","","","","","","","","","","","","","","60","60","60","28.199999999999996","28.199999999999996","28.199999999999996","","","","","","","","","","","",""
"1752144","","","","","","","","","","","","","40","40","40","22","22","22","","","","","","","","","","","","","","","","","",""
"1752807","39","39","39","9.700000000000001","9.700000000000001","9.700000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760339","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","23","23","23","","","","","",""
"1761247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","22.5","22.5","22.5"
"1763025","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","22.1","22.1","22.1","","","","","",""
"1764979","38","38","38","9.1","9.1","9.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1766691","","","","","","","","","","","","","","","","","","","41","41","41","27.3","27.3","27.3","","","","","","","","","","","",""
"1766772","","","","","","","60","60","60","17.1","17.1","17.1","","","","","","","","","","","","","","","","","","","","","","","",""
"1766846","","","","","","","36","36","36","12.6","12.6","12.6","","","","","","","","","","","","","","","","","","","","","","","",""
"1769946","","","","","","","","","","","","","44","44","44","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"1773146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","22.400000000000002","22.400000000000002","22.400000000000002"
"1777467","","","","","","","","","","","","","","","","","","","39","39","39","25.6","25.6","25.6","","","","","","","","","","","",""
"1778199","","","","","","","","","","","","","","","","","","","61","61","61","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","",""
"1780958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","21.2","21.2","21.2"
"1781989","","","","","","","33","33","33","13.200000000000001","13.200000000000001","13.200000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"1790109","","","","","","","","","","","","","40","40","40","23.599999999999998","23.599999999999998","23.599999999999998","","","","","","","","","","","","","","","","","",""
"1790730","","","","","","","","","","","","","39","39","39","26.400000000000002","26.400000000000002","26.400000000000002","","","","","","","","","","","","","","","","","",""
"1793532","37","37","37","7.1","7.1","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794922","","","","","","","61","61","61","17.9","17.9","17.9","","","","","","","","","","","","","","","","","","","","","","","",""
"1795059","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","19.1","19.1","19.1","","","","","",""
"1798065","40","40","40","9.700000000000001","9.700000000000001","9.700000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1798304","","","","","","","","","","","","","41","41","41","24.9","24.9","24.9","","","","","","","","","","","","","","","","","",""
"1804427","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","26.200000000000003","26.200000000000003","26.200000000000003","","","","","",""
"1804796","","","","","","","","","","","","","","","","","","","62","62","62","26.3","26.3","26.3","","","","","","","","","","","",""
"1809543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","17.8","17.8","17.8"
"1810211","","","","","","","","","","","","","","","","","","","42","42","42","25.3","25.3","25.3","","","","","","","","","","","",""
"1811226","","","","","","","","","","","","","45","45","45","24","24","24","","","","","","","","","","","","","","","","","",""
"1812268","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","23.3","23.3","23.3","","","","","",""
"1812573","39","39","39","10.8","10.8","10.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1814635","","","","","","","37","37","37","11.700000000000001","11.700000000000001","11.700000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"1816808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","23.400000000000002","23.400000000000002","23.400000000000002"
"1823278","","","","","","","","","","","","","","","","","","","40","40","40","23.9","23.9","23.9","","","","","","","","","","","",""
"1824233","","","","","","","62","62","62","17.299999999999997","17.299999999999997","17.299999999999997","","","","","","","","","","","","","","","","","","","","","","","",""
"1825556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","18.099999999999998","18.099999999999998","18.099999999999998"
"1832310","","","","","","","","","","","","","","","","","","","63","63","63","28.9","28.9","28.9","","","","","","","","","","","",""
"1834817","","","","","","","","","","","","","41","41","41","24.7","24.7","24.7","","","","","","","","","","","","","","","","","",""
"1835561","","","","","","","34","34","34","11.1","11.1","11.1","","","","","","","","","","","","","","","","","","","","","","","",""
"1835968","","","","","","","","","","","","","40","40","40","22.3","22.3","22.3","","","","","","","","","","","","","","","","","",""
"1839582","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","20.5","20.5","20.5","","","","","",""
"1841496","38","38","38","8.6","8.6","8.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843061","41","41","41","10.299999999999999","10.299999999999999","10.299999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1845528","","","","","","","","","","","","","42","42","42","24.099999999999998","24.099999999999998","24.099999999999998","","","","","","","","","","","","","","","","","",""
"1847952","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","24.4","24.4","24.4","","","","","",""
"1850482","","","","","","","63","63","63","17.9","17.9","17.9","","","","","","","","","","","","","","","","","","","","","","","",""
"1851455","","","","","","","","","","","","","46","46","46","23.3","23.3","23.3","","","","","","","","","","","","","","","","","",""
"1852078","","","","","","","","","","","","","","","","","","","43","43","43","27.3","27.3","27.3","","","","","","","","","","","",""
"1855654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","20.599999999999998","20.599999999999998","20.599999999999998"
"1858589","40","40","40","8.3","8.3","8.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1860570","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","22.6","22.6","22.6","","","","","",""
"1861385","","","","","","","38","38","38","13.100000000000001","13.100000000000001","13.100000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"1861497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","22.6","22.6","22.6"
"1863538","","","","","","","","","","","","","","","","","","","64","64","64","29.4","29.4","29.4","","","","","","","","","","","",""
"1870122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","22.2","22.2","22.2"
"1870622","","","","","","","","","","","","","","","","","","","41","41","41","26.6","26.6","26.6","","","","","","","","","","","",""
"1878012","","","","","","","64","64","64","18.8","18.8","18.8","","","","","","","","","","","","","","","","","","","","","","","",""
"1879750","","","","","","","","","","","","","42","42","42","25.2","25.2","25.2","","","","","","","","","","","","","","","","","",""
"1880126","","","","","","","","","","","","","41","41","41","25.8","25.8","25.8","","","","","","","","","","","","","","","","","",""
"1882753","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","22.900000000000002","22.900000000000002","22.900000000000002","","","","","",""
"1888364","42","42","42","9.8","9.8","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1889676","","","","","","","","","","","","","43","43","43","26.6","26.6","26.6","","","","","","","","","","","","","","","","","",""
"1891019","39","39","39","9.6","9.6","9.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1891243","","","","","","","","","","","","","47","47","47","26.3","26.3","26.3","","","","","","","","","","","","","","","","","",""
"1892060","","","","","","","","","","","","","","","","","","","65","65","65","26.900000000000002","26.900000000000002","26.900000000000002","","","","","","","","","","","",""
"1892072","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","21","21","21","","","","","",""
"1893552","","","","","","","35","35","35","11.200000000000001","11.200000000000001","11.200000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"1896364","","","","","","","","","","","","","","","","","","","44","44","44","27.6","27.6","27.6","","","","","","","","","","","",""
"1903116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","9.4","9.4","9.4"
"1904603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","21.8","21.8","21.8"
"1904649","41","41","41","9.700000000000001","9.700000000000001","9.700000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1905463","","","","","","","65","65","65","17.1","17.1","17.1","","","","","","","","","","","","","","","","","","","","","","","",""
"1908577","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","26.3","26.3","26.3","","","","","",""
"1909008","","","","","","","39","39","39","13.600000000000001","13.600000000000001","13.600000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"1913174","","","","","","","","","","","","","","","","","","","42","42","42","26.5","26.5","26.5","","","","","","","","","","","",""
"1916334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","25.7","25.7","25.7"
"1919308","","","","","","","","","","","","","","","","","","","66","66","66","26.200000000000003","26.200000000000003","26.200000000000003","","","","","","","","","","","",""
"1924450","","","","","","","","","","","","","42","42","42","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"1924583","","","","","","","","","","","","","43","43","43","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"1928027","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","24.6","24.6","24.6","","","","","",""
"1930835","43","43","43","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1932228","","","","","","","","","","","","","48","48","48","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"1933928","","","","","","","66","66","66","18.099999999999998","18.099999999999998","18.099999999999998","","","","","","","","","","","","","","","","","","","","","","","",""
"1934171","","","","","","","","","","","","","44","44","44","25.1","25.1","25.1","","","","","","","","","","","","","","","","","",""
"1936676","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","27.400000000000002","27.400000000000002","27.400000000000002","","","","","",""
"1938394","","","","","","","","","","","","","","","","","","","45","45","45","26.8","26.8","26.8","","","","","","","","","","","",""
"1941867","40","40","40","9.6","9.6","9.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1944123","","","","","","","36","36","36","12.4","12.4","12.4","","","","","","","","","","","","","","","","","","","","","","","",""
"1946114","","","","","","","","","","","","","","","","","","","67","67","67","28.499999999999996","28.499999999999996","28.499999999999996","","","","","","","","","","","",""
"1946332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","16.8","16.8","16.8"
"1952915","42","42","42","9.700000000000001","9.700000000000001","9.700000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1954305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","26.400000000000002","26.400000000000002","26.400000000000002"
"1955712","","","","","","","40","40","40","12.3","12.3","12.3","","","","","","","","","","","","","","","","","","","","","","","",""
"1955947","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","18.2","18.2","18.2","","","","","",""
"1958452","","","","","","","","","","","","","","","","","","","43","43","43","27.6","27.6","27.6","","","","","","","","","","","",""
"1959125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","25.1","25.1","25.1"
"1962872","","","","","","","67","67","67","20.200000000000003","20.200000000000003","20.200000000000003","","","","","","","","","","","","","","","","","","","","","","","",""
"1967963","","","","","","","","","","","","","44","44","44","25.7","25.7","25.7","","","","","","","","","","","","","","","","","",""
"1969854","","","","","","","","","","","","","43","43","43","25.7","25.7","25.7","","","","","","","","","","","","","","","","","",""
"1971189","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","15.9","15.9","15.9","","","","","",""
"1972263","","","","","","","","","","","","","49","49","49","27.3","27.3","27.3","","","","","","","","","","","","","","","","","",""
"1975668","44","44","44","11.3","11.3","11.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1977029","","","","","","","","","","","","","","","","","","","68","68","68","26.5","26.5","26.5","","","","","","","","","","","",""
"1979337","","","","","","","","","","","","","45","45","45","26.6","26.6","26.6","","","","","","","","","","","","","","","","","",""
"1980722","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","25.6","25.6","25.6","","","","","",""
"1981403","","","","","","","","","","","","","","","","","","","46","46","46","27.200000000000003","27.200000000000003","27.200000000000003","","","","","","","","","","","",""
"1988630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","22.5","22.5","22.5"
"1990257","41","41","41","9.8","9.8","9.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1992149","","","","","","","68","68","68","17.9","17.9","17.9","","","","","","","","","","","","","","","","","","","","","","","",""
"1997232","","","","","","","37","37","37","12","12","12","","","","","","","","","","","","","","","","","","","","","","","",""
"1999381","43","43","43","11.600000000000001","11.600000000000001","11.600000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2002823","","","","","","","41","41","41","13.900000000000002","13.900000000000002","13.900000000000002","","","","","","","","","","","","","","","","","","","","","","","",""
"2003482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","20.8","20.8","20.8"
"2004534","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","21.6","21.6","21.6","","","","","",""
"2005205","","","","","","","","","","","","","","","","","","","69","69","69","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","",""
"2005787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","26.1","26.1","26.1"
"2006359","","","","","","","","","","","","","","","","","","","44","44","44","27.800000000000004","27.800000000000004","27.800000000000004","","","","","","","","","","","",""
"2012179","","","","","","","","","","","","","44","44","44","26.3","26.3","26.3","","","","","","","","","","","","","","","","","",""
"2012530","","","","","","","","","","","","","50","50","50","25.5","25.5","25.5","","","","","","","","","","","","","","","","","",""
"2013785","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","21.8","21.8","21.8","","","","","",""
"2014205","","","","","","","","","","","","","45","45","45","25.3","25.3","25.3","","","","","","","","","","","","","","","","","",""
"2018474","45","45","45","11.200000000000001","11.200000000000001","11.200000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019282","","","","","","","69","69","69","18.3","18.3","18.3","","","","","","","","","","","","","","","","","","","","","","","",""
"2024704","","","","","","","","","","","","","46","46","46","24.2","24.2","24.2","","","","","","","","","","","","","","","","","",""
"2026120","","","","","","","","","","","","","","","","","","","47","47","47","26.1","26.1","26.1","","","","","","","","","","","",""
"2027630","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","21.7","21.7","21.7","","","","","",""
"2031787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","20.8","20.8","20.8"
"2032850","","","","","","","","","","","","","","","","","","","70","70","70","29.5","29.5","29.5","","","","","","","","","","","",""
"2038520","42","42","42","10.100000000000001","10.100000000000001","10.100000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2047035","","","","","","","38","38","38","12.1","12.1","12.1","","","","","","","","","","","","","","","","","","","","","","","",""
"2047710","44","44","44","12.4","12.4","12.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2048613","","","","","","","70","70","70","18.7","18.7","18.7","","","","","","","","","","","","","","","","","","","","","","","",""
"2049670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","20.4","20.4","20.4"
"2050048","","","","","","","42","42","42","13.600000000000001","13.600000000000001","13.600000000000001","","","","","","","","","","","","","","","","","","","","","","","",""
"2051630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","20.4","20.4","20.4"
"2052532","","","","","","","","","","","","","","","","","","","45","45","45","27.900000000000002","27.900000000000002","27.900000000000002","","","","","","","","","","","",""
"2053776","","","","","","","","","","","","","51","51","51","28.599999999999998","28.599999999999998","28.599999999999998","","","","","","","","","","","","","","","","","",""
"2054515","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","22.2","22.2","22.2","","","","","",""
"2056218","","","","","","","","","","","","","45","45","45","26.6","26.6","26.6","","","","","","","","","","","","","","","","","",""
"2057153","","","","","","","","","","","","","46","46","46","25.6","25.6","25.6","","","","","","","","","","","","","","","","","",""
"2059636","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","26.8","26.8","26.8","","","","","",""
